,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
116,Evan Ndicka,Roma,25 years old (20-08-1999),192cm,Ivory Coast,"Defender (Centre, Left)",3,1.7,1.3,-,-,-,-,-,-,-,0.8,0.1,0.4,0.1,-,3.9,0.1,-,0.1,0.7,0.9,-,-,-,-,0.9,0.2,-,0.2,-,66.2,2.1,2.8,58.8,2.5,0.5,0.1,-,-,-,-,0.5,-,-,0.5,0.9,0.2,1,Evan Ndicka,34,3060,-,1,2,-,0.5,92,1.7,-,6.75
117,Jaka Bijol,Udinese,26 years old (05-02-1999),190cm,Slovenia,"Defender (Centre), Midfielder (Centre), Forward",5.1,3.4,1.7,-,-,-,-,-,-,-,0.6,-,0.6,0.3,-,5.5,-,0.1,0.1,0.3,1.5,-,-,-,-,1.2,0.4,0.1,0.3,0.1,51.3,4.2,4.3,38.8,4,0.5,-,-,-,-,-,0.6,0.1,0.2,0.4,1.3,0.5,1.8,Jaka Bijol,31,2790,1,-,10,-,0.6,84,3.4,3,6.74
118,Matteo Gabbia,AC Milan,25 years old (21-10-1999),185cm,Italy,Defender (Centre),3,1.8,1.2,-,-,-,-,-,-,-,0.8,0.1,0.2,0.1,-,3.6,-,-,-,0.2,0.8,-,-,-,-,0.6,0.1,-,0.1,-,54.5,2.6,2.5,47,2.4,0.2,-,-,-,-,-,0.5,-,0.1,0.4,0.9,0.1,1,Matteo Gabbia,20(2),1801,1,-,3,-,0.5,91,1.8,-,6.74
119,Tiago Gabriel,Lecce,20 years old (26-12-2004),196cm,Portugal,Defender (Centre),2,2,-,-,-,-,-,-,-,-,2,-,1,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,4,1,26,4,-,-,-,-,-,-,-,-,-,-,-,-,-,Tiago Gabriel,0(1),79,-,-,-,-,-,85.7,2,-,6.74
120,Koni De Winter,Genoa,22 years old (12-06-2002),188cm,Belgium,"Defender (Centre, Right)",4.7,3.3,1.5,-,-,-,-,-,-,-,0.3,0.3,0.2,0.3,-,4.5,0.4,0.2,0.6,0.6,1.6,0.1,-,0.1,-,1,0.1,-,0.1,-,50.5,1.5,2,42.3,4.6,0.6,0.4,-,-,-,-,0.5,-,-,0.5,1.4,0.3,1.7,Koni De Winter,21(1),1898,3,-,6,-,0.5,86.9,3.3,1,6.74
121,Carlos Augusto,Inter,26 years old (07-01-1999),184cm,Brazil,"Defender (Centre, Left), Midfielder (Left)",3.4,2.1,1.2,-,-,-,-,-,-,0.1,0.4,0.1,0.4,-,-,1.5,0.2,0.2,0.4,0.5,0.3,0.1,0.1,-,-,0.3,0.3,-,0.3,0.1,35.8,0.9,0.8,31.1,3.1,0.7,0.4,-,-,-,-,0.8,-,0.1,0.6,1,0.2,1.3,Carlos Augusto,12(13),1435,3,2,-,-,0.8,89.2,2.1,1,6.73
122,Teun Koopmeiners,Juventus,27 years old (28-02-1998),184cm,Netherlands,"Defender (Centre), Midfielder (Centre)",1.6,0.8,0.8,-,-,-,-,-,0.1,0.1,0.5,0.1,0.8,0.1,-,0.8,0.4,0.4,0.8,0.3,1.1,0.1,-,0.1,-,0.3,1.4,0.5,0.9,0.1,29.2,0.7,0.4,24.9,3.1,1.4,0.6,-,-,-,-,1.5,0.6,0.1,0.8,1.1,0.7,1.9,Teun Koopmeiners,23(5),1998,3,3,3,-,1.5,87.8,0.8,-,6.73
123,Tommaso Augello,Cagliari,30 years old (30-08-1994),180cm,Italy,"Defender (Left), Midfielder (Left)",2,1.4,0.6,0.2,-,-,-,-,-,0.2,0.1,0.3,0.4,0.1,-,2.3,0.5,0.7,1.2,0.3,0.4,-,-,-,-,0.5,1.1,0.4,0.7,0.1,30.5,1.7,2.2,22.1,4.6,0.7,0.5,-,-,-,-,0.2,0.1,-,0.1,1.4,0.3,1.7,Tommaso Augello,26(8),2383,-,6,3,-,0.2,77.9,1.4,4,6.73
124,David Neres,Napoli,28 years old (03-03-1997),176cm,Brazil,"Attacking Midfielder (Centre, Left, Right)",0.6,0.1,0.4,0.1,-,-,-,-,-,0.2,-,-,0.2,0.1,-,0.1,1.5,1.3,2.8,0.4,0.6,0.1,-,0.1,-,0.3,1,0.2,0.7,0.2,17,0.2,0.1,14.5,2.3,1.4,0.9,-,-,-,-,1.1,0.4,0.1,0.6,0.7,0.2,0.9,David Neres,13(12),1227,2,4,2,-,1.1,85.9,0.1,-,6.73
125,Kike Pérez,Venezia,28 years old (14-02-1997),184cm,Spain,Midfielder (Centre),2,1,1,-,-,-,-,-,-,-,0.1,0.3,0.8,0.3,-,0.7,1,0.9,1.9,1.1,1.8,-,-,-,-,0.7,1.3,0.6,0.7,0.1,36.6,2.9,2.2,25.2,6.3,1.8,1.4,-,-,-,-,1,0.6,0.1,0.3,2.7,1.8,4.4,Kike Pérez,10(2),888,-,-,4,-,1,76.8,1,1,6.72
126,Saúl Coco,Torino,26 years old (09-02-1999),187cm,Equatorial Guinea,Defender (Centre),3.9,2,1.9,-,-,-,-,-,-,-,1,0.1,0.5,0.3,-,4.8,-,0.2,0.3,0.5,1.7,0.1,-,0.1,-,1.2,-,-,-,-,47.8,2,2.1,40.4,3.4,0.4,0.1,-,-,-,-,0.6,0.3,0.1,0.3,1.4,0.4,1.7,Saúl Coco,31,2757,2,-,10,-,0.6,88.6,2,2,6.72
127,Jens Odgaard,Bologna,26 years old (31-03-1999),188cm,Denmark,"Attacking Midfielder (Centre, Right), Forward",3.8,1.6,2.2,-,-,-,-,-,-,-,0.1,-,0.6,-,-,0.4,1.3,0.5,1.8,1.6,1.5,0.2,-,0.1,0.1,0.3,0.6,-,0.6,0.1,16.4,0.4,0.6,12.5,3,1.9,1.1,-,-,-,-,1.8,0.9,0.1,0.8,0.7,0.5,1.3,Jens Odgaard,23(5),1887,6,1,1,-,1.8,78.3,1.6,1,6.72
128,Stanislav Lobotka,Napoli,30 years old (25-11-1994),168cm,Slovakia,Defensive Midfielder (C),0.4,0.2,0.2,-,-,-,-,-,-,-,0.4,0.1,0.6,0.1,-,1.8,0.1,0.3,0.4,1,0.8,-,-,-,-,0.7,0.6,0.1,0.5,-,56.5,2.7,0.9,48.7,4.3,0.4,0.4,-,-,-,-,0.2,0.1,-,0.1,1.5,0.4,1.9,Stanislav Lobotka,29(1),2583,-,1,3,-,0.2,90.8,0.2,-,6.72
129,Sebastiano Esposito,Empoli,22 years old (02-07-2002),186cm,Italy,"Attacking Midfielder (Centre), Forward",2.6,0.8,1.7,-,-,-,-,-,-,-,0.1,0.1,0.6,-,-,0.3,1.2,1,2.2,1.7,1.3,0.3,0.1,0.2,-,0.4,1.1,0.1,1,0.3,20.5,0.9,1.2,12.3,6.2,2.6,1.5,-,-,-,-,1.9,0.6,0.1,1.1,1.7,0.5,2.2,Sebastiano Esposito,24(6),2107,8,-,1,-,1.9,64.2,0.8,2,6.72
130,Frédéric Guilbert,Lecce,30 years old (24-12-1994),178cm,France,"Defender (Centre, Left, Right), Midfielder (Right)",2.1,1.2,1,-,-,-,-,-,-,-,0.3,0.5,0.6,0.1,0.1,3.2,0.7,0.6,1.3,0.9,1.1,-,-,-,-,1.6,0.7,0.3,0.4,-,31.7,1.6,1.9,23.7,4.5,0.9,0.3,-,-,-,-,0.4,0.3,-,-,2.4,0.7,3.1,Frédéric Guilbert,27,2168,-,1,3,2,0.4,79.8,1.2,1,6.72
131,Yacine Adli,Fiorentina,24 years old (29-07-2000),186cm,France,Midfielder (Centre),0.9,0.2,0.7,0.2,0.1,-,-,-,-,0.2,-,-,0.5,-,-,0.8,0.8,0.5,1.3,0.8,0.4,0.2,-,0.1,-,0.3,0.9,0.4,0.5,-,32.9,3.1,1.7,25.1,3,0.8,0.3,-,-,-,-,0.5,0.4,-,0.2,1.3,0.9,2.2,Yacine Adli,15(9),1207,4,5,1,1,0.5,85.7,0.2,2,6.72
132,Jacob Ondrejka,Parma Calcio 1913,22 years old (02-09-2002),180cm,Sweden,Attacking Midfielder (Left),0.6,0.1,0.5,-,-,-,-,-,-,-,-,-,0.1,-,-,0.1,0.1,0.4,0.5,0.6,-,0.4,-,0.4,-,0.6,0.3,-,0.3,-,8.5,0.3,0.3,6.9,1.1,0.6,0.3,-,-,-,-,1,0.4,-,0.6,0.8,0.3,1,Jacob Ondrejka,1(7),219,3,-,-,-,1,83.8,0.1,2,6.71
133,Adrián Bernabé,Parma Calcio 1913,23 years old (26-05-2001),170cm,Spain,Defensive Midfielder (C),0.4,0.3,0.1,-,-,-,-,-,-,-,0.5,0.2,0.7,0.1,-,1.1,0.9,0.8,1.7,1.8,0.5,0.1,-,-,0.1,0.3,1.1,0.4,0.7,-,46.3,3.3,1.8,36.4,4.8,0.6,0.6,-,-,-,-,1.3,1.2,-,0.1,1.5,0.8,2.3,Adrián Bernabé,18(1),1365,1,-,1,-,1.3,85.7,0.3,1,6.71
134,Mattia Viti,Empoli,23 years old (24-01-2002),190cm,Italy,"Defender (Centre, Left)",3.4,1.8,1.6,-,-,-,-,-,-,-,0.7,0.1,0.7,-,-,3.8,0.1,0.2,0.3,0.9,0.9,-,-,-,-,1.7,0.1,-,0.1,-,38,2.3,3.7,28.1,3.9,0.7,0.5,-,-,-,-,0.4,0.2,0.1,0.2,2.3,0.6,2.8,Mattia Viti,26,2217,-,-,1,-,0.4,80,1.8,-,6.71
135,Matteo Ruggeri,Atalanta,22 years old (11-07-2002),187cm,Italy,Midfielder (Left),1.4,0.8,0.6,-,-,-,-,-,-,0.1,0.1,0.1,0.9,0.1,-,1.3,0.1,0.2,0.4,0.2,0.4,-,-,-,-,0.6,0.9,0.2,0.7,0.1,37.4,0.9,1.6,31.8,3.1,0.5,0.1,-,-,-,-,0.1,-,-,0.1,1.4,0.4,1.8,Matteo Ruggeri,17(10),1596,-,2,2,-,0.1,87.5,0.8,1,6.71
136,Elseid Hysaj,Lazio,31 years old (02-02-1994),182cm,Albania,"Defender (Left, Right), Midfielder (Right)",1.1,0.6,0.5,0.1,-,-,-,-,0.1,0.3,0.3,0.3,-,-,-,1.5,0.4,0.4,0.8,0.1,0.3,-,-,-,-,0.5,0.6,-,0.6,-,18.6,1.4,0.9,14.4,2,0.6,-,-,-,-,-,-,-,-,-,0.9,-,0.9,Elseid Hysaj,3(5),276,-,2,-,-,-,84.6,0.6,-,6.7
137,Luca Pellegrini,Lazio,26 years old (07-03-1999),178cm,Italy,"Defender (Left), Midfielder (Left)",0.7,0.4,0.4,0.2,-,-,0.1,-,0.1,0.2,0.1,0.4,0.4,0.2,-,1.1,0.7,0.5,1.3,0.5,0.8,-,-,-,-,0.8,0.9,0.2,0.7,-,22.6,1.3,1.5,16.8,2.9,0.8,0.5,-,-,-,-,0.6,0.4,-,0.2,1.1,0.6,1.7,Luca Pellegrini,8(11),883,-,4,3,-,0.6,80.2,0.4,-,6.7
138,Isak Hien,Atalanta,26 years old (13-01-1999),191cm,Sweden,Defender (Centre),3.7,2.1,1.6,-,-,-,-,-,-,-,0.6,-,0.4,0.3,-,2.6,0.2,0.2,0.4,0.6,1.1,-,-,-,-,1,-,-,-,-,43.4,1.7,0.9,37.3,3.5,0.8,0.3,-,-,-,-,0.2,-,0.1,0.1,1.7,0.5,2.3,Isak Hien,25(3),2149,-,-,9,-,0.2,89.9,2.1,-,6.7
139,Dusan Vlahovic,Juventus,25 years old (28-01-2000),190cm,Serbia,Forward,3.1,1.5,1.6,-,-,-,-,-,0.2,0.2,0.1,-,0.2,0.1,-,0.3,0.7,0.3,1.1,0.7,1,0.3,-,0.3,-,-,0.6,-,0.6,0.5,13,0.4,0.2,8.9,3.5,1.8,1,-,-,-,-,2.9,0.6,0.2,2.1,0.1,0.2,0.3,Dusan Vlahovic,21(5),1751,9,4,3,-,2.9,71.5,1.5,3,6.7
140,Ignace Van der Brempt,Como,23 years old (01-04-2002),187cm,Belgium,"Defender (Right), Midfielder (Right)",1.8,0.9,0.9,-,-,-,-,-,0.1,0.1,0.3,0.2,0.4,0.2,-,1.7,0.9,0.6,1.5,0.8,1.1,-,-,-,-,0.8,0.6,0.1,0.5,-,28.1,1,1,22.3,3.9,1.1,0.6,-,-,-,-,0.4,-,-,0.4,2.4,0.5,2.9,Ignace Van der Brempt,12(4),1081,-,1,3,-,0.4,82.7,0.9,-,6.7
141,Mateo Pellegrino,Parma Calcio 1913,23 years old (22-10-2001),193cm,Argentina,Forward,5.8,3,2.8,-,-,-,-,-,0.1,0.1,0.1,-,0.2,0.2,-,0.7,0.2,0.2,0.4,1,1.6,0.3,0.1,0.2,-,-,0.4,0.1,0.3,-,9.9,0.4,0.3,5,4.1,2.3,0.9,-,-,-,-,1.6,0.4,0.1,1,0.1,0.1,0.2,Mateo Pellegrino,4(5),425,3,1,2,-,1.6,55.1,3,1,6.7
142,Jean Butez,Como,29 years old (08-06-1995),188cm,France,Goalkeeper,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0.1,0.1,-,-,-,-,-,0.1,0.1,-,-,35.7,6.4,8.6,20.4,0.3,0.1,-,2.6,0.2,1.3,1.1,-,-,-,-,-,0.1,0.1,Jean Butez,16,1440,-,-,-,-,-,75.1,0.4,-,6.7
143,Alieu Fadera,Como,23 years old (03-11-2001),182cm,Gambia,"Midfielder (Left, Right)",1,0.4,0.6,-,-,-,-,-,0.1,0.1,-,0.1,0.6,0.1,-,0.3,1.6,1,2.6,1.9,1.5,-,-,-,-,0.4,0.8,-,0.8,0.5,18.9,0.5,0.3,14.1,4,1.6,1.3,-,-,-,-,1,0.5,-,0.5,2.4,1,3.4,Alieu Fadera,20(6),1628,1,3,2,1,1,77,0.4,-,6.69
144,Rolando Mandragora,Fiorentina,27 years old (29-06-1997),183cm,Italy,Defensive Midfielder (C),0.9,0.5,0.4,-,-,-,-,-,-,0.1,0.3,0.1,0.6,0.2,-,2,0.2,0.2,0.5,1,0.7,0.1,-,0.1,-,0.5,0.8,0.2,0.6,0.1,27.8,1.5,2.2,20.7,3.4,0.4,0.1,-,-,-,-,1.1,0.8,-,0.2,0.8,0.6,1.4,Rolando Mandragora,18(7),1577,3,3,6,-,1.1,79.8,0.5,2,6.69
146,Francisco Conceição,Juventus,22 years old (14-12-2002),170cm,,Attacking Midfielder (Right),0.5,-,0.4,-,-,-,-,-,0.1,0.1,-,-,0.3,0.1,-,0.1,1.7,1.5,3.1,1.3,0.9,0.1,-,0.1,-,0.2,1,0.2,0.8,0.1,18,0.5,0.2,14.8,2.5,1.3,0.9,-,-,-,-,1.5,0.4,-,1.1,0.8,0.7,1.5,Francisco Conceição,10(12),1109,3,3,3,1,1.5,84.9,-,-,6.69
147,Nikola Vlasic,Torino,27 years old (04-10-1997),179cm,Croatia,"Attacking Midfielder (Centre, Left, Right), Forward",2,1,1,-,-,-,-,-,0.2,0.2,0.1,0.1,0.3,-,-,0.4,0.8,0.8,1.7,0.8,0.9,0.2,-,0.1,-,0.3,0.8,0.1,0.8,0.2,24.3,0.5,0.2,19.2,4.3,1.4,1.1,-,-,-,-,0.9,0.5,-,0.4,1.3,0.7,2,Nikola Vlasic,19(7),1780,4,4,-,-,0.9,81.2,1,-,6.69
148,Bryan Cristante,Roma,30 years old (03-03-1995),186cm,Italy,"Defender (Centre), Midfielder (Centre)",3.5,1.9,1.6,-,-,-,-,-,0.1,0.1,0.3,0.1,0.3,0.3,-,1.1,0.2,0.2,0.3,0.3,1,0.1,-,-,-,0.6,0.5,0.1,0.4,-,42.6,1.8,1.6,34.2,5,0.8,0.4,-,-,-,-,0.9,0.3,-,0.5,1.6,0.4,2,Bryan Cristante,19(7),1713,2,2,7,-,0.9,84.6,1.9,1,6.69
149,Alessio Romagnoli,Lazio,30 years old (12-01-1995),185cm,Italy,"Defender (Centre, Left)",3.9,2.5,1.4,-,-,-,-,-,-,-,0.4,0.1,0.5,0.1,-,3.6,-,-,-,0.4,0.9,0.1,-,-,-,0.8,0.3,-,0.3,0.1,53.9,1.6,1.6,48.2,2.5,0.2,-,-,-,-,-,0.5,-,0.1,0.4,1.5,0.2,1.7,Alessio Romagnoli,27(1),2315,2,-,3,1,0.5,92.3,2.5,-,6.69
150,Mattéo Guendouzi,Lazio,26 years old (14-04-1999),185cm,France,Midfielder (Centre),1,0.5,0.5,-,-,-,-,-,0.1,0.1,0.3,0.2,0.7,0.2,-,1.2,0.3,0.5,0.7,0.9,0.8,-,-,-,-,0.9,1.1,0.1,1,-,57.4,3.1,1.5,48.9,3.8,0.7,0.5,-,-,-,-,0.8,0.4,0.1,0.3,1,0.7,1.7,Mattéo Guendouzi,33,2915,1,3,5,-,0.8,90.7,0.5,1,6.69
151,Gianluca Mancini,Roma,29 years old (17-04-1996),190cm,Italy,"Defender (Centre), Defensive Midfielder (C)",2.6,1.6,1,-,-,-,-,-,-,-,0.4,0.1,0.2,0.2,-,2.5,0.2,-,0.2,0.9,1.3,-,-,-,-,1,0.4,0.1,0.4,0.2,52.2,2.2,3.3,43.2,3.5,0.3,0.2,-,-,-,-,0.6,-,0.1,0.5,1.1,0.4,1.5,Gianluca Mancini,32(1),2786,1,-,7,-,0.6,87.1,1.6,-,6.68
152,Lucas da Cunha,Como,23 years old (09-06-2001),174cm,France,"Midfielder (Centre, Right)",1.2,0.5,0.7,-,-,-,-,-,-,0.1,0.1,-,0.4,0.1,-,0.9,0.5,0.3,0.8,0.7,0.6,0.1,-,-,0.1,0.4,1.5,0.4,1.1,-,42.4,1.7,1.1,35.3,4.3,0.6,0.5,-,-,-,-,1,0.6,-,0.3,1.2,0.5,1.7,Lucas da Cunha,26(6),2297,3,2,4,-,1,87.4,0.5,-,6.68
153,Artem Dovbyk,Roma,27 years old (21-06-1997),189cm,Ukraine,Forward,3.2,1.3,1.9,-,-,-,-,-,0.1,0.1,0.1,-,0.2,-,-,0.4,0.4,0.2,0.6,0.4,1,0.4,0.2,0.2,-,0.1,0.7,-,0.7,0.7,13.2,-,-,9.9,3.3,2.5,1,-,-,-,-,2.1,0.4,0.3,1.4,0.1,0.1,0.3,Artem Dovbyk,25(5),2269,11,2,-,-,2.1,75.3,1.3,2,6.68
154,Gustav Isaksen,Lazio,24 years old (19-04-2001),181cm,Denmark,Attacking Midfielder (Right),1.2,0.4,0.8,-,-,-,-,-,0.1,0.1,0.1,0.1,0.5,0.2,-,0.4,1.6,1.3,2.9,1.3,0.7,0.1,-,0.1,-,0.2,1,0.2,0.8,0.1,18.5,0.7,0.3,15.2,2.3,1.2,0.9,-,-,-,-,1.5,0.5,-,1,0.4,0.6,1.1,Gustav Isaksen,26(7),2037,4,2,5,-,1.5,85.6,0.4,1,6.68
155,Mike Maignan,AC Milan,29 years old (03-07-1995),191cm,France,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.7,-,-,-,0.2,-,-,-,-,-,-,0.2,0.1,0.1,-,36.7,5.2,5.4,25.8,0.2,-,-,2.6,0.2,1.5,1,-,-,-,-,-,-,-,Mike Maignan,33,2935,-,-,2,-,-,84.7,0.1,-,6.68
156,Simone Perilli,Verona,30 years old (07-01-1995),195cm,Italy,Goalkeeper,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,5,14,2,-,-,-,5,-,2,3,-,-,-,-,-,-,-,Simone Perilli,1,90,-,-,-,-,-,33.3,1,-,6.68
157,Benjamin Pavard,Inter,29 years old (28-03-1996),186cm,France,"Defender (Centre, Left, Right), Midfielder (Right)",3.2,1.7,1.4,-,-,-,-,-,-,-,0.5,0.1,0.2,0.2,-,2.2,0.1,-,0.1,0.4,0.8,-,-,-,-,0.7,0.3,-,0.3,0.1,48.7,1.8,1.3,43,2.6,0.2,-,-,-,-,-,0.3,0.1,0.1,0.2,1.3,0.3,1.6,Benjamin Pavard,18(5),1585,-,1,4,-,0.3,92,1.7,-,6.68
158,Maxwel Cornet,Genoa,28 years old (27-09-1996),179cm,Ivory Coast,"Defender (Left), Midfielder (Left, Right), Forward",1.5,0.2,1.3,0.2,-,-,-,-,-,0.2,0.2,-,-,-,-,0.2,0.8,0.5,1.3,0.2,-,0.3,-,0.3,-,0.3,0.8,-,0.8,0.2,10.3,0.3,-,7.3,2.7,0.8,0.5,-,-,-,-,0.8,-,-,0.8,0.3,0.2,0.5,Maxwel Cornet,2(4),235,2,1,-,-,0.8,74.2,0.2,-,6.67
159,Antonino Gallo,Lecce,25 years old (05-01-2000),183cm,Italy,Defender (Left),1.9,0.8,1.1,-,-,-,-,-,-,0.1,0.1,0.6,1,0.1,-,3.4,0.6,0.4,1,0.6,0.4,-,-,-,-,0.7,1.4,0.5,1,0.1,28.4,1.9,3.6,18.4,4.6,1.3,0.4,-,-,-,-,0.3,0.2,-,0.1,2.3,1,3.2,Antonino Gallo,27,2256,-,2,3,1,0.3,71.2,0.8,-,6.67
160,Santiago Castro,Bologna,20 years old (18-09-2004),180cm,Argentina,Forward,3.3,1.1,2.1,-,-,0.1,-,-,0.1,0.1,0.1,-,0.3,0.2,-,0.6,0.8,0.5,1.3,1.5,1.4,0.3,0.1,0.1,0.1,0.1,0.8,0.2,0.7,0.3,12.8,0.9,0.2,9.1,2.6,2.1,1.9,-,-,-,-,1.8,0.4,0.1,1.3,0.5,0.3,0.8,Santiago Castro,25(7),2162,8,4,6,-,1.8,78.3,1.1,1,6.67
161,Alex Meret,Napoli,28 years old (22-03-1997),190cm,Italy,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,31.3,4.4,4.7,21.8,0.4,-,-,1.8,-,1.1,0.7,-,-,-,-,-,-,-,Alex Meret,30,2646,-,-,-,-,-,83.8,0.2,-,6.67
162,Remo Freuler,Bologna,33 years old (15-04-1992),180cm,Switzerland,Defensive Midfielder (C),1.6,0.8,0.8,-,-,-,-,-,0.1,0.1,0.1,0.2,0.9,0.2,-,1.5,0.2,0.2,0.4,0.5,1.3,-,-,-,-,1.1,1,-,1,-,52.2,1.8,1.9,44.6,3.9,0.9,0.4,-,-,-,-,0.5,0.3,-,0.2,2.2,1.2,3.4,Remo Freuler,33,2883,-,2,6,-,0.5,88.9,0.8,-,6.67
163,Ondrej Duda,Verona,30 years old (05-12-1994),181cm,Slovakia,"Midfielder (Centre), Forward",1,0.6,0.4,-,-,-,-,-,-,0.1,0.3,0.1,0.6,0.3,-,1.1,0.7,0.8,1.5,2.1,1.7,-,-,-,-,1.2,1.2,0.4,0.8,-,39.5,2.9,2.3,29.7,4.6,1.8,0.8,-,-,-,-,0.8,0.8,-,0.1,1.7,1.3,3,Ondrej Duda,24(1),2144,1,2,8,1,0.8,82.6,0.6,1,6.67
164,Enrico Delprato,Parma Calcio 1913,25 years old (10-11-1999),183cm,Italy,"Defender (Centre, Right)",2.5,1.2,1.4,-,-,-,-,-,-,-,1.1,0.5,1,0.2,-,3.6,-,0.1,0.1,0.5,0.5,0.1,-,0.1,-,0.6,0.4,-,0.4,-,41,1.8,2.8,33.4,3,0.3,0.1,-,-,-,-,0.4,-,-,0.4,0.9,0.2,1.1,Enrico Delprato,28(2),2586,4,-,7,-,0.4,85.9,1.2,-,6.67
165,Wladimiro Falcone,Lecce,30 years old (12-04-1995),195cm,Italy,Goalkeeper,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,28.2,6.5,11.6,9.8,0.2,-,-,3.3,0.1,1.9,1.3,-,-,-,-,-,-,-,Wladimiro Falcone,34,3060,-,-,1,-,-,58,0.4,2,6.66
166,Boulaye Dia,Lazio,28 years old (16-11-1996),180cm,Senegal,"Attacking Midfielder (Centre, Right), Forward",2.3,0.6,1.6,-,-,-,-,-,0.1,0.1,-,-,0.3,0.1,-,0.4,0.7,0.5,1.2,0.7,0.7,0.3,0.1,0.2,-,0.2,0.7,-,0.7,0.1,16.8,0.6,0.1,13.7,2.4,1,0.9,-,-,-,-,1,0.1,0.1,0.8,0.6,0.3,0.9,Boulaye Dia,24(7),1921,8,3,2,-,1,84.8,0.6,2,6.66
167,Zion Suzuki,Parma Calcio 1913,22 years old (21-08-2002),190cm,Japan,Goalkeeper,0.5,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,-,-,-,0.2,0.1,-,-,-,-,-,-,-,-,-,35,6.3,12.6,16,0.1,-,-,2.7,-,2.1,0.6,-,-,-,-,-,-,0.1,Zion Suzuki,33,2955,-,-,-,1,-,63.7,0.4,1,6.66
168,Timothy Weah,Juventus,25 years old (22-02-2000),183cm,USA,"Defender (Left, Right), Midfielder (Left, Right), Forward",1.5,0.7,0.8,-,-,-,-,-,-,0.1,0.2,0.2,0.8,0.2,-,0.7,0.7,0.5,1.2,0.5,0.7,0.2,0.1,0.1,-,0.4,0.6,0.1,0.5,0.1,23.5,0.5,0.6,20.2,2.2,0.8,0.6,-,-,-,-,0.8,0.5,0.1,0.2,1.2,0.3,1.5,Timothy Weah,16(10),1435,5,2,4,-,0.8,88.1,0.7,1,6.66
169,Andrea Cambiaso,Juventus,25 years old (20-02-2000),182cm,Italy,"Defender (Left, Right), Midfielder (Left, Right)",0.6,0.2,0.3,-,-,-,-,-,-,-,0.1,0.4,0.6,0.1,-,0.6,0.7,0.8,1.5,0.7,0.8,0.1,-,-,0.1,0.5,1,0.1,0.9,0.1,45.1,1.5,0.3,39.9,3.4,1.4,0.6,-,-,-,-,0.5,0.3,-,0.1,1.4,0.5,1.9,Andrea Cambiaso,22(8),2006,2,1,4,-,0.5,91.8,0.2,2,6.66
170,Michele Di Gregorio,Juventus,27 years old (27-07-1997),187cm,Italy,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.9,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,26.5,5.1,6.5,14.8,0.1,-,-,2.1,0.1,1,0.9,-,-,-,-,-,-,-,Michele Di Gregorio,29,2610,-,-,-,-,-,75,0.3,-,6.65
171,Cristiano Biraghi,Torino,32 years old (01-09-1992),185cm,Italy,"Defender (Centre, Left), Midfielder (Left)",1.5,0.7,0.8,-,-,-,-,-,-,-,0.3,0.4,0.5,-,-,2.7,0.6,-,0.6,0.9,0.7,-,-,-,-,0.6,1.5,0.9,0.5,-,29.2,1.5,3.3,20.9,3.5,0.6,0.2,-,-,-,-,0.5,0.4,-,0.2,1.1,0.3,1.4,Cristiano Biraghi,9(2),799,-,-,-,-,0.5,76.6,0.7,1,6.65
