,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
511,Jesper Karlsson,Lecce,26 years old (25-07-1998),171cm,Sweden,"Attacking Midfielder (Left, Right), Forward",0.6,0.1,0.5,-,-,-,-,-,-,-,-,0.1,0.1,0.2,-,0.2,0.3,0.4,0.6,-,0.3,0.1,-,0.1,-,-,0.5,0.1,0.4,-,9.9,0.1,0.3,7.7,1.8,0.6,0.5,-,-,-,-,0.9,0.5,0.1,0.3,0.3,0.5,0.7,Jesper Karlsson,4(7),393,1,-,2,-,0.9,78.9,0.1,-,6.18
512,Ola Solbakken,Empoli,26 years old (07-09-1998),189cm,Norway,"Attacking Midfielder (Centre, Right)",1.5,0.5,1,-,-,-,-,-,-,-,-,-,-,0.1,-,0.4,0.4,0.3,0.7,0.1,0.4,-,-,-,-,0.1,0.4,-,0.4,0.1,8.8,0.4,0.2,5.8,2.4,0.7,0.4,-,-,-,-,0.2,-,-,0.2,0.3,0.2,0.5,Ola Solbakken,7(11),676,-,-,1,-,0.2,70.4,0.5,-,6.18
513,Marco Sala,Lecce,25 years old (04-06-1999),182cm,Italy,Defender,1,-,1,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,0.5,-,0.5,-,16.5,-,0.5,13.5,2.5,-,-,-,-,-,-,-,-,-,-,0.5,0.5,1,Marco Sala,0(2),71,-,-,-,-,-,81.8,-,-,6.18
514,Federico Cassa,Atalanta,19 years old (01-02-2006),176cm,,Midfielder,0.5,-,0.5,-,-,-,-,-,-,-,-,-,0.5,-,-,-,0.5,-,0.5,0.5,1,-,-,-,-,-,-,-,-,-,3,-,-,2.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,Federico Cassa,0(2),12,-,-,-,-,-,83.3,-,-,6.18
515,Marcus Pedersen,Torino,24 years old (16-07-2000),184cm,Norway,"Defender (Left, Right), Midfielder (Right)",0.9,0.2,0.7,-,-,-,-,-,-,-,0.1,0.3,0.3,0.1,-,0.9,0.7,0.2,0.9,0.2,0.6,-,-,-,-,0.5,0.3,0.1,0.1,0.1,13.5,0.6,0.5,10,2.5,0.8,0.4,-,-,-,-,0.3,0.1,-,0.2,0.4,0.2,0.7,Marcus Pedersen,15(12),1355,-,-,3,-,0.3,77.8,0.2,-,6.17
516,Ante Rebic,Lecce,31 years old (21-09-1993),185cm,Croatia,"Attacking Midfielder (Centre, Left, Right), Forward",2.3,1,1.3,-,-,-,-,-,-,-,-,-,0.2,0.1,-,0.2,0.8,0.3,1.1,0.5,0.7,-,-,-,-,0.1,0.7,0.1,0.5,0.2,9.8,0.2,0.2,6.3,3.2,1.4,0.5,-,-,-,-,0.5,0.1,-,0.3,0.4,0.2,0.6,Ante Rebic,7(19),736,1,-,3,1,0.5,65.7,1,-,6.17
517,Gianluca Scamacca,Atalanta,26 years old (01-01-1999),196cm,Italy,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,Gianluca Scamacca,0(1),5,-,-,-,-,1,100,-,-,6.17
518,Kevin Zeroli,Monza,20 years old (11-01-2005),176cm,Italy,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,9,-,-,1,-,-,-,-,-,-,-,-,1,-,1,Kevin Zeroli,0(1),11,-,-,-,-,-,100,-,-,6.17
519,Tommaso Rubino,Fiorentina,18 years old (10-11-2006),170cm,,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-,3,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,1,1,Tommaso Rubino,0(1),7,-,-,-,-,-,33.3,-,-,6.17
520,Riccardo Sottil,AC Milan,25 years old (03-06-1999),180cm,Italy,"Attacking Midfielder (Left, Right)",0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,0.2,0.8,0.6,0.2,-,-,-,-,-,0.4,-,0.4,-,8.4,0.2,0.4,7,0.8,0.6,0.2,-,-,-,-,0.4,-,0.2,0.2,0.2,-,0.2,Riccardo Sottil,1(4),116,-,-,-,-,0.4,85.7,0.2,-,6.17
521,Ibrahim Sulemana,Atalanta,21 years old (22-05-2003),180cm,Ghana,Defensive Midfielder (C),1.2,0.8,0.3,-,-,-,-,-,-,-,-,-,0.2,0.2,-,0.2,0.2,-,0.2,0.3,0.3,-,-,-,-,-,-,-,-,-,18.8,0.2,-,16.3,2.3,0.7,0.3,-,-,-,-,-,-,-,-,0.8,0.3,1.2,Ibrahim Sulemana,1(5),122,-,-,1,-,-,87.6,0.8,-,6.17
523,Kacper Urbanski,Monza,20 years old (07-09-2004),183cm,Poland,"Attacking Midfielder (Centre, Left)",2.4,0.8,1.6,-,-,-,-,-,-,-,0.3,0.1,0.6,0.1,-,1,0.6,0.4,1,0.5,1,-,-,-,-,0.3,0.5,-,0.5,-,30.5,1.8,0.3,25,3.5,0.8,1.3,-,-,-,-,0.6,0.4,-,0.3,0.6,0.4,1,Kacper Urbanski,6(2),502,-,-,1,-,0.6,87.7,0.8,-,6.16
524,Kevin Bonifazi,Lecce,28 years old (19-05-1996),187cm,Italy,Defender (Centre),0.7,0.3,0.3,-,-,-,-,-,-,-,0.3,-,-,-,-,1,0.3,0.3,0.7,-,-,-,-,-,-,0.7,-,-,-,-,14,-,1,12.3,0.7,0.7,-,-,-,-,-,-,-,-,-,0.3,-,0.3,Kevin Bonifazi,0(3),62,-,-,-,-,-,88.1,0.3,-,6.16
525,Jesper Karlsson,Lecce,26 years old (25-07-1998),171cm,Sweden,"Attacking Midfielder (Left, Right), Forward",0.9,0.3,0.6,-,-,-,-,-,-,-,-,0.1,0.6,0.1,-,0.3,0.6,0.3,0.9,0.6,0.9,0.1,-,0.1,-,-,0.3,-,0.3,0.1,12.9,-,0.1,9.9,2.9,0.9,1.3,-,-,-,-,0.9,0.4,-,0.4,0.1,0.3,0.4,Jesper Karlsson,3(4),297,1,-,1,-,0.9,76.7,0.3,-,6.16
527,Brooke Norton-Cuffy,Genoa,21 years old (12-01-2004),181cm,England,"Defender (Right), Midfielder (Right)",1,0.6,0.4,-,-,-,-,-,-,-,-,0.3,0.4,-,-,0.6,0.9,-,0.9,0.1,0.3,-,-,-,-,0.3,0.1,-,0.1,-,12.2,0.6,0.6,8.6,2.4,0.8,0.2,-,-,-,-,0.2,0.1,-,0.1,0.9,0.1,1,Brooke Norton-Cuffy,4(6),374,-,-,-,-,0.2,75.4,0.6,-,6.16
530,Alessio Iovine,Como,34 years old (01-02-1991),174cm,Italy,Midfielder,1.1,0.3,0.8,-,-,-,-,-,-,-,0.1,0.2,0.7,0.2,-,2.1,-,0.1,0.1,0.7,0.6,-,-,-,-,0.3,0.3,0.1,0.2,-,17.7,1.4,2,12,2.2,0.1,-,-,-,-,-,0.1,0.1,-,-,0.6,0.7,1.2,Alessio Iovine,3(6),374,-,-,2,-,0.1,76.1,0.3,-,6.15
531,Mathis Lambourde,Verona,19 years old (09-01-2006),179cm,France,Forward,0.9,0.3,0.6,-,-,-,-,-,-,-,-,-,0.4,0.1,-,0.1,0.3,0.1,0.4,0.1,0.6,0.1,-,0.1,-,-,0.1,-,0.1,-,3,-,-,1.7,1.3,0.4,0.9,-,-,-,-,0.3,0.1,-,0.1,0.4,0.3,0.7,Mathis Lambourde,0(7),83,1,-,1,-,0.3,57.1,0.3,-,6.15
532,Warren Bondo,AC Milan,21 years old (15-09-2003),177cm,France,Defensive Midfielder (C),0.5,0.3,0.3,-,-,-,-,-,-,-,-,-,0.3,0.3,-,0.5,-,0.3,0.3,1,0.3,-,-,-,-,-,0.3,-,0.3,-,20.8,0.5,-,18.5,1.8,0.5,0.3,-,-,-,-,0.3,0.3,-,-,1.3,-,1.3,Warren Bondo,3(1),164,-,-,1,-,0.3,91.6,0.3,-,6.15
535,Francesco Camarda,AC Milan,17 years old (10-03-2008),184cm,Italy,Forward,1.3,0.6,0.8,-,-,-,-,-,-,-,0.1,-,-,-,-,0.3,0.6,0.2,0.8,0.1,0.7,-,-,-,-,-,0.2,-,0.2,0.2,3.3,-,-,2.9,0.4,0.7,0.3,-,-,-,-,0.6,0.1,-,0.4,0.6,0.4,1,Francesco Camarda,1(8),155,-,-,-,-,0.6,86.7,0.6,-,6.15
536,Vanja Vlahovic,Atalanta,21 years old (23-03-2004),184cm,Serbia,Forward,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,-,0.7,1,-,-,-,-,-,-,0.7,-,0.7,-,2,-,-,1.3,0.7,2,0.3,-,-,-,-,0.3,-,-,0.3,0.3,-,0.3,Vanja Vlahovic,0(3),58,-,-,-,-,0.3,66.7,-,-,6.14
537,Daniel Oyegoke,Verona,22 years old (03-01-2003),188cm,England,"Defender (Centre, Right), Midfielder (Right)",0.4,-,0.4,-,-,-,-,-,-,-,-,0.2,0.2,0.2,-,1.2,0.2,0.4,0.6,-,0.4,-,-,-,-,0.2,-,-,-,-,5.4,0.2,0.4,4.2,0.6,0.4,0.4,-,-,-,-,0.2,0.2,-,-,0.4,-,0.4,Daniel Oyegoke,0(5),99,-,-,1,-,0.2,81.5,-,-,6.14
538,Jacopo Bacci,Empoli,19 years old (19-06-2005),173cm,Italy,Midfielder,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,0.3,-,-,-,-,-,0.3,-,-,-,-,3.3,0.3,1,1.7,0.3,-,-,-,-,-,-,-,-,-,-,0.3,-,0.3,Jacopo Bacci,0(3),29,-,-,-,-,-,60,0.3,-,6.14
539,Arvid Brorsson,Monza,25 years old (08-05-1999),188cm,Sweden,Defender (Centre),1.7,1,0.7,-,-,-,-,-,-,-,1.3,-,0.3,-,-,4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,0.7,1,18,2.3,-,-,-,-,-,-,-,-,-,-,0.7,-,0.7,Arvid Brorsson,1(2),105,-,-,-,-,-,84.8,1,-,6.14
541,Kevin Zeroli,Monza,20 years old (11-01-2005),176cm,Italy,Midfielder,1,0.7,0.3,-,-,-,-,-,-,-,0.2,0.2,0.8,-,-,1,0.2,-,0.2,0.2,0.5,-,-,-,-,0.3,0.2,-,0.2,0.2,13.3,0.2,0.2,9.8,3.2,1.2,0.5,-,-,-,-,0.8,0.2,-,0.7,0.8,0.2,1,Kevin Zeroli,3(3),315,-,-,-,-,0.8,75,0.7,-,6.14
542,Mirko Maric,Venezia,29 years old (16-05-1995),188cm,Croatia,Forward,4.4,1.4,3,-,-,-,-,-,-,-,-,-,0.3,-,-,1.4,0.6,0.3,0.9,0.6,0.4,-,-,-,-,0.1,0.1,-,0.1,0.4,12.7,0.1,-,10,2.6,1.7,0.6,-,-,-,-,0.9,0.1,-,0.7,0.3,0.4,0.7,Mirko Maric,4(3),319,-,-,-,-,0.9,79.8,1.4,-,6.14
543,Yann Karamoh,Torino,26 years old (08-07-1998),185cm,France,"Attacking Midfielder (Centre, Left, Right), Forward",0.5,0.2,0.3,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.2,0.9,0.4,1.3,0.5,0.4,-,-,-,-,0.1,0.3,-,0.3,0.1,8.7,0.1,0.2,6.2,2.2,0.9,0.9,-,-,-,-,0.9,0.2,-,0.6,0.2,0.2,0.3,Yann Karamoh,10(19),1042,-,1,2,-,0.9,72.7,0.2,-,6.14
544,Alessandro Gabrielloni,Como,30 years old (10-07-1994),178cm,Italy,Forward,1,0.2,0.8,-,-,-,-,-,0.1,0.1,-,-,-,0.1,-,0.1,-,-,-,0.3,0.4,0.1,0.1,-,-,-,0.3,-,0.3,0.1,3.4,-,0.1,1.9,1.3,0.1,0.2,-,-,-,-,0.4,0.1,0.1,0.1,-,0.2,0.2,Alessandro Gabrielloni,0(14),129,1,1,1,-,0.4,57.4,0.2,-,6.13
545,Bjarki Bjarkason,Venezia,24 years old (11-05-2000),180cm,Iceland,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.2,-,0.4,0.6,0.1,0.7,0.9,0.2,-,-,-,-,0.2,0.1,-,0.1,-,8.4,0.1,0.1,7.4,0.8,0.2,-,-,-,-,-,-,-,-,-,0.3,0.1,0.4,Bjarki Bjarkason,1(8),159,-,-,2,-,-,89.5,-,-,6.13
546,Alexis Sánchez,Udinese,36 years old (19-12-1988),169cm,Chile,"Midfielder (Centre, Left, Right), Forward",1.2,0.1,1.1,-,-,-,-,-,-,-,-,-,0.4,-,-,-,0.3,0.2,0.5,0.8,0.3,-,-,-,-,0.3,0.2,0.1,0.1,0.4,12.7,0.7,0.2,9.9,1.9,1.2,0.8,-,-,-,-,0.5,0.2,-,0.3,0.3,0.4,0.7,Alexis Sánchez,5(5),358,-,-,-,-,0.5,83.5,0.1,-,6.13
547,Mathias Løvik,Parma Calcio 1913,21 years old (06-12-2003),183cm,,Defender,0.8,0.4,0.4,-,-,-,-,-,-,-,0.2,-,-,-,-,0.6,0.4,0.2,0.6,-,0.4,-,-,-,-,0.4,0.2,-,0.2,-,8.4,0.6,0.4,6.2,1.2,1,0.2,-,-,-,-,0.2,-,-,0.2,0.2,0.2,0.4,Mathias Løvik,0(5),81,-,-,-,-,0.2,81,0.4,-,6.13
548,Loum Tchaouna,Lazio,21 years old (08-09-2003),180cm,France,"Attacking Midfielder (Centre, Right), Forward",1.3,0.2,1.1,-,-,-,-,-,-,-,-,-,0.2,0.1,-,0.5,0.2,0.2,0.4,0.3,0.4,-,-,-,-,0.2,0.4,-,0.4,-,8.8,0.2,0.3,6.5,1.8,1.1,0.3,-,-,-,-,1,0.3,-,0.6,0.3,0.3,0.6,Loum Tchaouna,6(18),651,1,-,2,1,1,76.3,0.2,-,6.13
549,Christian Gytkjær,Venezia,34 years old (06-05-1990),185cm,Denmark,Forward,2.6,0.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,0.2,0.3,0.1,-,-,-,-,0.2,-,0.2,0.2,5,0.1,-,2.7,2.2,0.6,0.3,-,-,-,-,0.5,0.1,0.1,0.3,0.2,-,0.3,Christian Gytkjær,5(21),587,2,-,-,-,0.5,56.6,0.8,-,6.12
550,Gaetano Castrovilli,Monza,28 years old (17-02-1997),176cm,Italy,"Midfielder (Centre, Left)",-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,0.1,0.1,0.1,0.2,0.1,0.4,-,-,-,-,0.3,0.2,-,0.2,-,8.6,0.4,0.1,6.8,1.2,0.2,0.4,-,-,-,-,0.2,0.1,-,0.1,0.6,0.2,0.8,Gaetano Castrovilli,1(8),140,-,-,-,-,0.2,84.4,-,-,6.12
551,Alberto Manzoni,Atalanta,19 years old (25-06-2005),178cm,Italy,Midfielder,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,12,-,-,11,1,-,-,-,-,-,-,1,1,-,-,-,-,-,Alberto Manzoni,0(1),5,-,-,-,-,1,91.7,1,-,6.12
552,Omari Forson,Monza,20 years old (20-07-2004),179cm,England,Forward,0.1,-,0.1,-,-,-,-,-,-,-,-,-,0.3,-,-,-,0.3,0.4,0.7,0.3,0.3,-,-,-,-,-,0.6,-,0.6,0.1,9.6,0.4,-,8,1.1,0.6,0.3,-,-,-,-,0.4,0.4,-,-,0.3,0.1,0.4,Omari Forson,0(7),107,-,-,-,-,0.4,88.1,-,-,6.12
554,Roberto Gagliardini,Monza,31 years old (07-04-1994),190cm,Italy,Defensive Midfielder (C),1.4,0.6,0.8,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.5,0.1,0.1,0.3,0.9,0.8,-,-,-,-,0.3,0.1,-,0.1,-,15.4,0.6,1,12.8,1,0.5,0.5,-,-,-,-,-,-,-,-,0.4,0.4,0.8,Roberto Gagliardini,0(8),174,-,-,1,-,-,87,0.6,-,6.11
555,Giovanni Simeone,Napoli,29 years old (05-07-1995),180cm,Argentina,"Attacking Midfielder (Right), Forward",1.5,0.3,1.2,-,-,-,-,-,-,-,0.1,-,0.3,-,-,0.2,0.2,0.2,0.4,0.6,0.2,-,-,-,-,-,0.3,-,0.3,0.1,3.7,-,-,2.7,1,0.7,0.4,-,-,-,-,0.5,0.1,-,0.4,0.1,0.2,0.3,Giovanni Simeone,1(26),365,1,1,1,-,0.5,72.3,0.3,-,6.11
556,Wylan Cyprien,Parma Calcio 1913,30 years old (28-01-1995),180cm,France,Midfielder (Centre),-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,10,1,1,6,2,-,-,-,-,-,-,0.5,-,-,0.5,-,0.5,0.5,Wylan Cyprien,0(2),26,-,-,-,-,0.5,70,-,-,6.11
558,Domen Crnigoj,Venezia,29 years old (18-11-1995),188cm,Slovenia,"Attacking Midfielder (Centre, Right)",0.9,0.3,0.6,-,-,-,-,-,-,-,0.3,-,0.4,-,-,0.5,0.1,-,0.1,0.5,0.3,-,-,-,-,0.5,-,-,-,-,5.8,0.1,0.5,3,2.1,0.9,0.1,-,-,-,-,0.1,-,-,0.1,0.5,0.1,0.6,Domen Crnigoj,1(7),131,-,-,-,-,0.1,54.3,0.3,-,6.1
559,Simone Pafundi,Udinese,19 years old (14-03-2006),166cm,Italy,Midfielder,0.3,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.8,0.1,0.9,0.8,0.1,-,-,-,-,-,0.1,-,0.1,-,6.6,0.1,0.1,5.6,0.8,0.1,0.1,-,-,-,-,0.3,0.1,-,0.1,0.4,0.4,0.8,Simone Pafundi,0(8),94,-,-,-,-,0.3,86.8,-,-,6.1
560,Dailon Livramento,Verona,23 years old (04-05-2001),185cm,,Forward,2.8,1.1,1.8,-,-,-,-,-,-,-,0.1,0.1,0.3,0.1,-,0.2,0.7,0.2,0.9,0.2,0.7,-,-,-,-,0.1,0.3,-,0.3,0.3,5.6,0.1,0.1,3.2,2.2,1,0.4,-,-,-,-,0.5,-,0.1,0.4,0.5,0.2,0.7,Dailon Livramento,8(18),888,1,1,2,1,0.5,59.3,1.1,-,6.1
561,Mirko Maric,Venezia,29 years old (16-05-1995),188cm,Croatia,Forward,2.3,0.8,1.5,-,-,-,-,-,-,-,0.1,-,-,-,-,0.1,-,0.1,0.1,0.3,0.3,-,-,-,-,0.1,0.1,-,0.1,-,4.8,-,-,3,1.8,0.4,0.1,-,-,-,-,0.1,-,-,0.1,0.1,0.1,0.3,Mirko Maric,1(7),101,-,-,-,-,0.1,63.2,0.8,-,6.1
562,Tomás Palacios,Monza,22 years old (28-04-2003),196cm,Argentina,Defender (Centre),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,7.5,0.5,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tomás Palacios,0(2),10,-,-,-,-,-,100,-,-,6.1
563,Yordan Osorio,Parma Calcio 1913,30 years old (10-05-1994),189cm,Venezuela,Defender (Centre),1,0.7,0.3,-,-,-,-,-,-,-,0.3,-,0.7,-,-,2,-,-,-,0.7,1.7,-,-,-,-,1.3,0.3,-,0.3,-,39,1.3,2.3,33,2.3,0.3,-,-,-,-,-,0.3,0.3,-,-,1.7,-,1.7,Yordan Osorio,2(1),172,-,-,-,-,0.3,88,0.7,-,6.09
565,Sergiu Perciun,Torino,19 years old (23-04-2006),175cm,Moldova,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,4,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Sergiu Perciun,0(1),14,-,-,-,-,-,75,-,-,6.09
566,Ismael Konaté,Empoli,19 years old (29-03-2006),183cm,Italy,Forward,1,0.3,0.7,-,-,-,-,-,-,-,0.2,0.1,0.1,-,-,-,-,0.1,0.1,0.2,0.3,-,-,-,-,-,-,-,-,-,2.6,0.1,0.1,1.1,1.2,0.6,0.1,-,-,-,-,0.2,0.1,-,0.1,0.4,0.1,0.6,Ismael Konaté,0(9),61,-,-,-,-,0.2,47.8,0.3,-,6.09
567,Nicola Sansone,Lecce,33 years old (10-09-1991),175cm,Italy,"Attacking Midfielder (Left, Right), Forward",0.2,-,0.2,-,-,-,-,-,-,-,-,-,-,0.2,-,-,0.2,-,0.2,0.2,-,-,-,-,-,-,0.2,-,0.2,0.2,3,-,-,2.7,0.3,0.2,0.2,-,-,-,-,0.5,0.3,-,0.2,-,-,-,Nicola Sansone,1(5),63,-,-,1,-,0.5,88.9,-,-,6.09
568,Adrian Benedyczak,Parma Calcio 1913,24 years old (24-11-2000),191cm,Poland,Forward,2.5,1.1,1.4,-,-,-,-,-,-,-,0.1,-,0.3,-,-,1,0.1,-,0.1,0.6,0.4,-,-,-,-,-,0.1,-,0.1,0.1,6,0.4,0.4,3.6,1.6,0.6,0.4,-,-,-,-,0.4,0.1,-,0.3,-,0.1,0.1,Adrian Benedyczak,2(6),194,-,-,-,-,0.4,66.7,1.1,-,6.08
569,Richie Sagrado,Venezia,21 years old (30-01-2004),182cm,,"Defender (Right), Midfielder (Right)",0.7,0.7,-,-,-,-,-,-,-,-,-,-,0.3,0.3,-,1.3,-,-,-,0.7,0.7,-,-,-,-,1,-,-,-,-,9,-,0.7,7.3,1,1,-,-,-,-,-,0.3,0.3,-,-,0.7,-,0.7,Richie Sagrado,3,143,-,-,1,-,0.3,81.5,0.7,-,6.08
570,Lorenzo Venturino,Genoa,18 years old (22-06-2006),169cm,,Forward,0.5,0.3,0.3,-,-,-,-,-,-,-,-,0.3,0.3,-,-,0.5,0.3,0.3,0.5,0.3,0.5,-,-,-,-,-,0.5,-,0.5,-,6.8,-,0.3,3.8,2.8,1.8,0.3,-,-,-,-,0.5,0.3,-,0.3,0.5,0.3,0.8,Lorenzo Venturino,0(4),88,-,-,-,-,0.5,55.6,0.3,-,6.08
571,Oliver Provstgaard,Lazio,21 years old (04-06-2003),194cm,Denmark,Defender,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,11,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Oliver Provstgaard,0(1),22,-,-,-,-,-,91.7,-,-,6.08
572,Viktor Kovalenko,Empoli,29 years old (14-02-1996),182cm,Ukraine,Midfielder (Centre),1,0.5,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.2,0.2,0.3,0.3,-,-,-,-,-,-,-,-,-,6,0.2,0.2,4.2,1.5,0.2,0.3,-,-,-,-,0.5,0.3,-,0.2,0.3,0.2,0.5,Viktor Kovalenko,0(6),72,-,-,-,-,0.5,72.2,0.5,-,6.08
573,Silvere Ganvoula,Monza,28 years old (29-06-1996),191cm,Congo,Forward,4,2.3,1.7,-,-,-,-,-,-,-,-,-,0.1,-,-,0.7,0.9,0.3,1.1,1.1,0.6,-,-,-,-,0.1,0.1,-,0.1,0.1,8.6,0.3,-,5,3.3,2.6,1.1,-,-,-,-,0.6,-,0.1,0.4,-,0.1,0.1,Silvere Ganvoula,4(3),326,-,-,-,-,0.6,61.7,2.3,-,6.08
575,Alessandro Marcandalli,Venezia,22 years old (25-10-2002),195cm,,Defender (Centre),1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,0.5,-,5.5,4,-,-,-,-,-,-,-,-,-,-,0.5,-,0.5,Alessandro Marcandalli,1(1),47,-,-,-,-,-,60,1,-,6.07
577,Alessandro Bianco,Monza,22 years old (01-10-2002),173cm,Italy,Midfielder (Centre),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,1,-,8,2,1,-,-,-,-,-,-,-,-,-,-,1,1,Alessandro Bianco,0(1),17,-,-,-,-,-,81.8,-,-,6.06
578,Szymon Zurkowski,Empoli,27 years old (25-09-1997),185cm,Poland,Attacking Midfielder (Centre),-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,0.4,0.4,0.4,0.8,0.2,0.4,-,-,-,-,0.2,-,-,-,-,6.6,-,0.2,5.4,1,1,0.8,-,-,-,-,0.4,-,-,0.4,1.2,-,1.2,Szymon Zurkowski,0(5),102,-,-,-,-,0.4,81.8,-,-,6.05
579,Francesco Caputo,Empoli,37 years old (06-08-1987),181cm,Italy,Forward,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Francesco Caputo,0(1),5,-,-,-,-,-,100,-,-,6.05
580,Marco Sala,Lecce,25 years old (04-06-1999),182cm,Italy,Defender,0.4,0.1,0.3,-,-,-,-,-,-,-,-,0.1,0.3,0.4,-,1,0.1,0.1,0.3,0.1,0.6,-,-,-,-,0.1,0.1,-,0.1,-,15.8,0.5,1.5,11.8,2,0.1,0.1,-,-,-,-,-,-,-,-,1.1,0.4,1.5,Marco Sala,3(5),259,-,-,3,-,-,77.8,0.1,-,6.05
582,Filip Marchwinski,Lecce,23 years old (10-01-2002),187cm,Poland,Midfielder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,5,-,-,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Filip Marchwinski,0(1),14,-,-,-,-,-,80,-,-,6.04
584,Samuele Vignato,Monza,21 years old (24-02-2004),172cm,Italy,Attacking Midfielder (Centre),1.2,0.3,0.9,-,-,-,-,-,-,-,-,0.1,0.1,-,-,0.3,0.5,0.3,0.8,0.2,0.2,-,-,-,-,-,0.1,0.1,-,0.1,8.7,0.2,0.3,6.8,1.4,0.5,0.6,-,-,-,-,0.2,-,-,0.2,0.4,0.2,0.6,Samuele Vignato,3(13),443,-,-,-,-,0.2,80.6,0.3,-,6.03
585,Daniel Fila,Venezia,22 years old (21-08-2002),,Czech Republic,Forward,2.5,0.4,2.1,-,-,-,-,-,-,-,-,-,0.6,0.1,0.1,0.5,0.3,0.3,0.5,0.8,1.4,0.1,0.1,-,-,-,0.8,-,0.8,0.4,8.8,0.3,0.3,6.8,1.5,1.6,1.3,-,-,-,-,0.8,0.1,0.1,0.5,0.3,0.3,0.5,Daniel Fila,5(3),408,1,-,1,1,0.8,80,0.4,-,6.03
