,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
337,Théo Sainte-Luce,Montpellier,26 years old (20-10-1998),176cm,France,Defender (Left),2.1,1.2,0.9,-,-,-,-,-,-,-,0.3,0.1,0.9,0.2,-,2.1,0.5,0.7,1.2,0.5,0.5,0.1,0.1,-,-,0.7,0.5,0.1,0.3,0.1,16.1,0.3,0.7,11.8,3.3,1.3,0.5,-,-,-,-,0.5,-,0.1,0.4,1.6,1,2.6,Théo Sainte-Luce,10(5),928,1,-,3,-,0.5,75.1,1.2,-,6.37
338,Grégoire Coudert,Brest,26 years old (03-04-1999),188cm,France,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.5,3.5,7,20,-,-,-,4.5,0.5,2,2,-,-,-,-,-,-,-,Grégoire Coudert,2,180,-,-,-,-,-,77,-,-,6.37
339,Dylan Batubinsika,Saint-Etienne,29 years old (15-02-1996),188cm,France,Defender (Centre),2.5,1.8,0.8,-,-,-,-,-,-,-,0.6,-,0.4,0.1,-,5.8,0.1,0.2,0.3,0.5,1,-,-,-,-,1.6,0.2,0.1,0.1,-,48.5,1.3,1.6,43.2,2.4,0.3,0.1,-,-,-,-,0.2,-,-,0.2,1,0.4,1.4,Dylan Batubinsika,22(2),1972,-,-,3,1,0.2,91.8,1.8,-,6.37
340,André Ayew,Le Havre,35 years old (17-12-1989),175cm,Ghana,"Midfielder (Centre, Left, Right), Forward",3.8,1.3,2.5,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.8,0.3,0.2,0.5,1.1,0.7,0.2,0.1,0.1,-,0.1,0.3,-,0.3,0.2,8.5,-,-,6.6,1.8,1,1,-,-,-,-,0.8,0.1,0.2,0.5,0.7,0.2,0.9,André Ayew,13(11),1258,4,1,2,-,0.8,77.9,1.3,-,6.37
341,Ibrahim Salah,Brest,23 years old (30-08-2001),185cm,,"Attacking Midfielder (Left), Forward",0.4,0.1,0.3,-,-,-,-,-,0.1,0.1,-,-,0.2,-,-,-,1.3,0.8,2.1,0.3,0.5,0.1,-,0.1,-,0.2,0.5,0.3,0.3,0.2,9.4,0.3,0.3,6.7,2.1,1,0.5,-,-,-,-,1.1,0.4,0.1,0.6,0.3,0.4,0.8,Ibrahim Salah,4(8),355,1,1,-,-,1.1,74.3,0.1,1,6.36
342,Theo Bair,Auxerre,25 years old (27-08-1999),191cm,,"Attacking Midfielder (Centre, Right), Forward",3.7,2,1.7,-,-,-,-,-,-,-,0.1,-,0.1,-,-,0.4,0.2,0.1,0.3,0.2,0.7,0.1,-,0.1,-,0.1,0.4,-,0.4,0.3,7.5,-,0.1,4.8,2.6,0.7,0.3,-,-,-,-,1,0.1,0.1,0.7,0.1,0.1,0.2,Theo Bair,11(16),932,2,1,1,-,1,64,2,-,6.36
343,Youssoufa Moukoko,Nice,20 years old (20-11-2004),179cm,Germany,Forward,0.2,0.2,-,-,-,-,-,-,0.1,0.1,-,-,0.2,-,-,-,0.5,0.2,0.6,0.4,0.1,0.2,0.1,0.1,-,-,0.5,-,0.5,0.5,3.9,-,-,3.2,0.7,0.3,0.4,-,-,-,-,0.5,0.1,0.2,0.3,0.3,0.1,0.4,Youssoufa Moukoko,2(9),202,2,1,-,-,0.5,81.4,0.2,1,6.36
344,Rassoul Ndiaye,Le Havre,23 years old (11-12-2001),179cm,France,Midfielder (Centre),1.4,0.6,0.8,-,-,-,-,-,-,-,0.2,-,0.4,0.1,-,1,0.4,0.1,0.5,0.4,0.5,-,-,-,-,0.5,0.4,0.1,0.3,-,16,0.5,0.7,12,2.8,0.6,0.2,-,-,-,-,0.7,0.2,-,0.4,1.4,0.6,2,Rassoul Ndiaye,11(14),1054,1,-,2,-,0.7,78.5,0.6,-,6.36
345,Han-Noah Massengo,Auxerre,23 years old (07-07-2001),178cm,France,Midfielder (Centre),1,0.4,0.6,-,-,-,-,-,-,-,0.2,-,0.4,0.4,-,0.6,1.3,0.6,1.9,1,1.1,-,-,-,-,1,0.2,0.1,0.1,-,23,0.7,0.9,18.8,2.6,0.7,0.7,-,-,-,-,0.4,0.2,0.1,0.1,0.9,0.1,1.1,Han-Noah Massengo,8(6),782,-,-,5,-,0.4,84.8,0.4,-,6.36
346,Plamedi Nsingi,Nantes,24 years old (17-12-2000),189cm,France,Forward,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,6,-,1,2,3,-,-,-,-,-,-,1,-,-,1,1,1,2,Plamedi Nsingi,0(1),16,-,-,-,-,1,33.3,3,-,6.36
347,Pedro Chirivella,Nantes,27 years old (23-05-1997),178cm,Spain,Defensive Midfielder (C),0.9,0.3,0.6,-,-,-,-,-,0.1,0.1,0.1,0.1,0.7,0.2,-,1.4,0.1,0.1,0.2,0.5,0.8,-,-,-,-,0.6,0.6,0.2,0.3,-,50.3,4,3.3,38.7,4.2,0.4,0.3,-,-,-,-,0.2,0.1,-,0.1,1.3,0.8,2,Pedro Chirivella,25(2),2108,-,2,6,-,0.2,85,0.3,-,6.36
348,Issiaga Sylla,Montpellier,31 years old (01-01-1994),180cm,Guinea,"Defender (Left, Right), Midfielder (Left)",2.3,1.2,1.1,-,-,-,-,-,-,-,0.2,0.1,0.5,0.1,-,1.7,0.3,0.5,0.8,0.3,0.7,0.1,-,0.1,-,0.5,0.4,0.1,0.3,0.2,23.8,1.2,0.9,17.9,3.8,0.9,0.4,-,-,-,-,0.6,0.2,0.1,0.3,1.4,0.7,2.1,Issiaga Sylla,15(4),1160,1,-,2,-,0.6,80.1,1.2,-,6.36
349,Jordan Teze,Monaco,25 years old (30-09-1999),183cm,Netherlands,"Defender (Centre, Right)",0.9,0.5,0.5,-,-,-,-,-,-,-,0.1,-,0.8,0.2,0.1,0.6,0.4,0.3,0.7,0.2,0.8,0.1,0.1,-,-,0.2,0.6,-,0.6,0.1,14.2,0.3,0.2,11.7,2,0.5,0.2,-,-,-,-,0.3,-,0.1,0.2,1.2,0.6,1.8,Jordan Teze,5(8),385,1,-,2,1,0.3,84.3,0.5,1,6.36
350,Nampalys Mendy,Lens,32 years old (23-06-1992),168cm,Senegal,Midfielder (Centre),0.3,0.1,0.1,-,-,-,-,-,-,-,0.3,-,0.6,-,-,0.4,0.3,-,0.3,1.4,1,-,-,-,-,0.6,-,-,-,-,23.7,1,1,20.7,1,0.7,0.9,-,-,-,-,0.1,0.1,-,-,1.3,0.9,2.1,Nampalys Mendy,4(3),320,-,-,-,-,0.1,91.6,0.1,-,6.36
351,Amar Dedic,Marseille,22 years old (18-08-2002),180cm,Bosnia-Herzegovina,"Defender (Right), Midfielder (Right)",1.2,0.7,0.6,-,-,-,-,-,0.1,0.1,-,0.1,-,-,-,1,1,1,2,0.2,0.7,-,-,-,-,0.3,0.4,-,0.4,-,19.8,0.4,0.2,16.4,2.7,0.9,0.9,-,-,-,-,0.7,0.3,-,0.3,0.6,0.8,1.3,Amar Dedic,2(7),286,-,1,-,-,0.7,85.4,0.7,-,6.35
352,Fodé Ballo-Touré,Le Havre,28 years old (03-01-1997),182cm,Senegal,"Defender (Left), Midfielder (Left)",1.1,0.6,0.6,-,-,-,-,-,-,-,0.1,0.4,0.6,-,-,2.6,1.1,0.4,1.6,1.7,0.1,-,-,-,-,0.3,0.1,-,0.1,-,21.4,0.6,0.1,18.9,1.9,1,1.1,-,-,-,-,-,-,-,-,1,0.4,1.4,Fodé Ballo-Touré,6(1),390,-,-,-,-,-,90.7,0.6,-,6.35
353,Guillaume Restes,Toulouse,20 years old (11-03-2005),188cm,France,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.6,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,24.4,3.3,7.1,13.8,0.2,0.1,-,1.9,-,1.1,0.8,-,-,-,-,0.1,-,0.1,Guillaume Restes,26,2275,-,-,-,-,-,70.2,0.1,-,6.35
354,Malcolm Jeng,Reims,20 years old (09-03-2005),190cm,Sweden,Defender,2.7,1.3,1.3,-,-,-,-,-,-,-,-,-,0.3,-,-,3.3,-,-,-,-,0.3,-,-,-,-,1,-,-,-,-,13.7,0.3,1,11.3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Malcolm Jeng,2(1),108,-,-,-,-,-,85.4,1.3,-,6.35
355,Assane Dioussé,Auxerre,27 years old (20-09-1997),175cm,Senegal,Defensive Midfielder (C),0.2,0.1,0.1,-,-,-,-,-,-,-,0.1,0.1,0.2,0.1,-,0.9,0.2,0.1,0.4,0.8,1.1,-,-,-,-,0.7,0.1,0.1,0.1,-,20.6,1.9,0.4,17,1.2,0.4,0.2,-,-,-,-,0.2,0.2,-,-,1,0.5,1.5,Assane Dioussé,6(8),562,-,-,1,-,0.2,92,0.1,-,6.34
356,Hiroki Sekine,Reims,22 years old (11-08-2002),187cm,Japan,Defender (Right),1.4,0.6,0.8,-,-,-,-,-,-,-,0.5,0.3,0.6,0.1,-,3.4,0.3,0.4,0.8,0.3,0.3,-,-,-,-,0.4,0.2,-,0.2,-,28.4,1.3,1.6,22.7,2.8,1,0.8,-,-,-,-,0.3,0.2,-,0.2,0.6,0.8,1.3,Hiroki Sekine,7(5),695,-,-,1,-,0.3,84.5,0.6,-,6.34
357,Steve Mandanda,Rennes,40 years old (28-03-1985),187cm,France,Goalkeeper,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,0.1,0.1,0.1,-,-,-,-,-,-,0.1,0.1,-,-,25.4,4.8,8.3,12.1,0.2,0.1,0.1,1.8,0.1,1.1,0.6,-,-,-,-,-,0.1,0.1,Steve Mandanda,17,1486,-,-,-,-,-,66.4,0.1,-,6.34
358,Ibrahim Mbaye,Paris Saint-Germain,17 years old (24-01-2008),185cm,France,Forward,0.4,0.3,0.1,-,-,-,-,-,-,-,-,-,0.1,-,-,0.3,1,0.3,1.3,0.3,0.7,0.1,-,0.1,-,0.3,0.3,-,0.3,-,12.4,0.1,-,10.9,1.4,0.7,1.3,-,-,-,-,0.7,-,-,0.7,0.1,0.6,0.7,Ibrahim Mbaye,2(5),157,1,-,-,-,0.7,88.5,0.3,-,6.34
359,John Patrick,Reims,21 years old (24-09-2003),192cm,Spain,Defensive Midfielder (C),2.4,1,1.4,-,-,-,-,-,-,-,0.2,0.2,0.7,-,-,0.7,0.9,0.5,1.4,1,1.1,-,-,-,-,0.6,0.1,-,0.1,-,17.5,0.5,1.3,12.4,3.3,0.5,0.7,-,-,-,-,0.3,0.2,-,0.1,1.7,1.2,2.9,John Patrick,5(5),485,-,-,-,-,0.3,73.7,1,-,6.34
360,George Ilenikhena,Monaco,18 years old (16-08-2006),185cm,France,Forward,1.4,0.6,0.8,-,-,-,-,-,0.1,0.1,-,-,-,-,-,-,0.6,0.1,0.7,0.4,0.6,0.1,-,-,-,0.1,0.4,-,0.4,0.4,4.9,0.1,-,3.5,1.4,0.5,0.6,-,-,-,-,0.9,0.2,0.2,0.5,-,-,0.1,George Ilenikhena,5(17),634,3,2,-,-,0.9,72.2,0.6,-,6.34
361,Joris Chotard,Montpellier,23 years old (24-09-2001),179cm,France,Defensive Midfielder (C),1.2,0.7,0.4,-,-,-,-,-,-,-,0.4,0.1,0.8,0.2,-,2.3,0.3,0.3,0.7,0.4,0.7,-,-,-,-,0.8,0.2,-,0.2,-,30.2,2.3,1.5,23.2,3.2,0.5,0.4,-,-,-,-,0.7,0.5,-,0.2,1.5,1.1,2.6,Joris Chotard,21(2),1690,1,-,5,-,0.7,84.5,0.7,-,6.34
362,Kjetil Haug,Toulouse,26 years old (12-06-1998),190cm,Norway,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.5,3.8,7.8,7.7,0.2,-,-,1.5,0.3,0.7,0.5,-,-,-,-,-,-,-,Kjetil Haug,5(1),497,-,-,-,-,-,59,-,-,6.34
365,Robinio Vaz,Marseille,18 years old (17-02-2007),185cm,,Forward,2.5,1.5,1,-,-,-,-,-,-,-,-,-,-,-,-,1,0.5,-,0.5,2,0.5,-,-,-,-,-,-,-,-,-,3.5,-,-,1,2.5,0.5,0.5,-,-,-,-,1,-,0.5,0.5,0.5,1,1.5,Robinio Vaz,0(2),74,-,-,-,-,1,28.6,1.5,-,6.33
366,Tanguy Coulibaly,Montpellier,24 years old (18-02-2001),178cm,France,"Midfielder (Centre, Left, Right), Forward",1.9,1,0.9,-,-,-,-,-,-,-,-,-,0.7,0.1,0.1,-,1,1.2,2.3,0.7,1.6,0.1,0.1,-,-,0.5,0.7,-,0.7,0.1,13.3,0.1,0.1,10.6,2.5,2,1.2,-,-,-,-,1.2,0.3,0.2,0.7,1.3,0.7,2,Tanguy Coulibaly,14(8),1242,2,-,2,2,1.2,80.5,1,-,6.33
367,Mohamed Meïté,Rennes,17 years old (11-10-2007),191cm,,Forward,2.2,1.2,1,-,-,-,-,-,-,-,-,-,0.1,-,-,0.4,0.9,0.1,1,0.6,1.3,0.2,0.1,0.1,-,-,0.5,-,0.5,0.3,7.6,0.2,-,5,2.4,1.7,1.3,-,-,-,-,1.2,0.1,0.2,0.9,0.1,-,0.1,Mohamed Meïté,4(6),446,2,-,-,-,1.2,68.4,1.2,-,6.33
368,Khalil Fayad,Montpellier,20 years old (09-06-2004),172cm,France,"Midfielder (Centre, Left)",0.8,0.4,0.3,-,-,-,-,-,-,-,0.1,0.2,0.8,0.2,-,0.7,0.8,0.8,1.6,1.3,1,-,-,-,-,0.4,0.3,0.1,0.2,-,24.7,1.7,0.6,19.8,2.7,0.9,0.6,-,-,-,-,0.7,0.4,-,0.3,1.7,0.6,2.2,Khalil Fayad,8(10),846,-,-,4,-,0.7,86.7,0.4,-,6.32
370,Wesley Saïd,Lens,30 years old (19-04-1995),171cm,France,"Attacking Midfielder (Centre, Left, Right), Forward",1.2,0.5,0.8,-,-,-,-,-,-,-,-,-,0.3,0.1,-,0.1,0.5,0.4,0.9,0.2,1,0.1,-,0.1,-,0.1,0.4,-,0.4,0.3,10.6,0.1,0.2,8.5,1.8,0.8,0.4,-,-,-,-,0.8,-,0.1,0.6,0.7,0.3,1,Wesley Saïd,11(11),894,3,-,3,-,0.8,80.7,0.5,1,6.32
371,Ismaël Koné,Rennes,22 years old (16-06-2002),188cm,Canada,Midfielder (Centre),0.9,0.3,0.6,-,-,-,-,-,-,-,0.1,0.1,0.4,-,-,0.1,0.8,0.3,1,1.4,0.5,-,-,-,-,0.5,0.5,0.3,0.3,0.1,22.1,0.5,0.3,18.9,2.5,0.5,0.8,-,-,-,-,0.5,0.4,-,0.1,1,0.1,1.1,Ismaël Koné,3(5),361,-,-,-,-,0.5,87.6,0.3,-,6.32
373,Frank Magri,Toulouse,25 years old (04-09-1999),178cm,France,"Attacking Midfielder (Centre), Forward",3.9,1.3,2.6,-,-,-,-,-,-,-,-,-,0.5,0.2,-,0.3,0.5,0.1,0.6,0.9,0.8,0.2,-,0.1,-,0.1,0.2,-,0.2,0.1,7.5,-,0.2,5.4,1.9,1.2,0.9,-,-,-,-,1.5,0.1,0.1,1.2,0.2,0.2,0.4,Frank Magri,14(14),1285,5,-,5,1,1.5,72.4,1.3,-,6.32
374,Niklas Schmidt,Toulouse,27 years old (01-03-1998),184cm,Germany,"Midfielder (Centre), Forward",0.2,0.1,0.1,-,-,-,-,-,0.1,0.1,-,0.1,-,-,-,0.3,0.1,-,0.1,0.1,0.6,-,-,-,-,0.1,0.6,0.3,0.2,-,18.2,1.3,0.8,13.9,2.2,-,0.2,-,-,-,-,0.3,0.2,-,0.1,0.7,0.3,1,Niklas Schmidt,2(7),200,-,1,-,-,0.3,83.5,0.1,-,6.32
375,Ibrahim Sissoko,Saint-Etienne,29 years old (27-11-1995),192cm,Mali,Forward,4.1,1.6,2.5,-,-,-,-,-,0.1,0.1,0.1,-,0.4,0.1,-,0.7,0.4,0.2,0.6,1.2,2,0.2,0.1,0.1,-,0.1,0.4,-,0.4,0.5,9.2,0.2,0.2,5.9,2.8,1.8,0.7,-,-,-,-,1.2,0.2,0.2,0.8,0.6,0.2,0.8,Ibrahim Sissoko,8(10),810,3,1,1,-,1.2,67.3,1.6,-,6.31
376,Nicolas Pays,Montpellier,21 years old (07-07-2003),180cm,,Forward,1,0.6,0.4,-,-,-,-,-,-,-,-,-,0.1,-,-,0.2,1.8,1.1,2.9,0.7,0.2,-,-,-,-,0.4,0.3,0.2,0.1,-,17.6,0.2,0.2,14.3,2.8,0.9,1.4,-,-,-,-,1.2,0.4,0.1,0.7,1.4,0.4,1.9,Nicolas Pays,4(5),447,-,-,-,-,1.2,82.9,0.6,-,6.31
377,Yunis Abdelhamid,Saint-Etienne,37 years old (28-09-1987),190cm,Morocco,Defender (Centre),2,1.3,0.7,-,-,-,-,-,-,-,1.2,0.1,0.5,0.1,-,3.9,0.3,0.2,0.5,0.4,1.1,-,-,-,-,0.9,0.1,-,0.1,-,33.2,0.7,1.8,28.2,2.5,0.5,0.2,-,-,-,-,0.1,-,0.1,0.1,1.1,0.4,1.5,Yunis Abdelhamid,11(4),1026,-,-,2,-,0.1,86.9,1.3,-,6.31
378,Bilal Nadir,Marseille,21 years old (28-11-2003),172cm,France,Attacking Midfielder (Centre),0.4,0.3,0.1,-,-,-,-,-,-,-,0.1,-,0.4,0.1,-,0.5,0.4,0.3,0.6,0.8,0.3,0.1,-,0.1,-,0.1,0.4,-,0.4,-,15.9,0.1,0.1,13.9,1.7,0.5,0.6,-,-,-,-,0.6,0.2,-,0.4,0.7,0.1,0.9,Bilal Nadir,5(9),356,1,-,2,-,0.6,88.7,0.3,-,6.31
379,Yassin Belkhdim,Angers,23 years old (14-02-2002),175cm,France,Midfielder (Centre),0.7,0.2,0.5,-,-,-,-,-,-,-,0.2,-,0.6,0.1,-,1.2,0.4,0.1,0.5,0.6,0.9,-,-,-,-,0.7,0.1,-,0.1,-,15.9,0.4,0.5,12.8,2.1,1,0.5,-,-,-,-,0.3,-,-,0.2,1.9,1,2.9,Yassin Belkhdim,14(13),1341,1,-,3,-,0.3,83.2,0.2,-,6.31
380,Paul Joly,Auxerre,24 years old (07-06-2000),182cm,France,Defender (Right),0.9,0.6,0.3,-,-,-,-,-,-,-,-,-,0.6,0.1,-,1.3,0.8,0.3,1,1,0.3,-,-,-,-,1,0.6,0.1,0.5,-,17.2,1.2,1.6,11.2,3.3,0.9,0.4,-,-,-,-,0.4,0.1,-,0.3,1.9,0.7,2.6,Paul Joly,8(15),828,-,1,3,1,0.4,72,0.6,1,6.31
381,Jim Allevinah,Angers,30 years old (27-02-1995),172cm,Gabon,"Midfielder (Centre, Left, Right)",1.2,0.4,0.7,-,-,-,-,-,0.1,0.1,-,0.1,0.3,0.1,-,0.5,1.2,0.5,1.7,0.9,0.6,-,-,-,-,0.4,0.5,-,0.5,0.3,15.7,0.2,0.3,12.3,2.9,1.3,1.1,-,-,-,-,1.3,0.2,0.1,1,0.6,0.7,1.3,Jim Allevinah,22(4),1624,-,3,3,-,1.3,79.6,0.4,-,6.31
383,Étienne Youté,Le Havre,23 years old (14-01-2002),196cm,France,Defender (Centre),1.7,1,0.7,-,-,-,-,-,-,-,0.8,0.2,0.5,0.2,-,5.7,-,0.1,0.1,0.2,0.6,-,-,-,-,1,0.1,-,0.1,-,43,2.2,2.7,36.1,2,0.2,-,-,-,-,-,0.5,0.2,0.2,0.1,0.7,0.2,1,Étienne Youté,23(2),2050,-,-,4,1,0.5,89.1,1,-,6.3
384,Francis Coquelin,Nantes,33 years old (13-05-1991),176cm,France,"Midfielder (Centre, Left, Right)",0.3,0.3,-,-,-,-,-,-,0.3,0.3,0.3,-,-,-,-,0.7,-,-,-,-,-,-,-,-,-,1,0.7,-,0.7,-,7.3,0.3,-,6.7,0.3,0.7,-,-,-,-,-,0.7,0.3,0.3,-,1,0.3,1.3,Francis Coquelin,1(2),67,-,1,-,-,0.7,95.5,0.3,-,6.3
385,Edimilson Fernandes,Brest,29 years old (15-04-1996),186cm,Switzerland,"Defender (Centre, Right), Midfielder (Centre, Right)",1.1,0.6,0.5,-,-,-,-,-,0.1,0.1,0.3,-,0.5,0.1,-,1.6,0.1,0.1,0.2,0.4,0.4,-,-,-,-,1,0.4,0.1,0.3,-,26.9,1.4,1.3,21.9,2.3,0.9,0.5,-,-,-,-,0.5,0.3,-,0.2,0.5,0.2,0.7,Edimilson Fernandes,10(7),923,-,1,1,-,0.5,86.7,0.6,-,6.3
386,Shavy Babicka,Toulouse,24 years old (01-06-2000),179cm,Gabon,"Attacking Midfielder (Centre), Forward",0.9,0.2,0.6,-,-,-,-,-,-,0.1,-,-,0.5,0.1,-,0.1,0.9,0.4,1.3,0.7,0.5,0.1,0.1,-,-,0.1,0.4,-,0.4,0.2,8.2,0.1,0.1,6.1,2,0.9,0.6,-,-,-,-,0.7,0.1,0.1,0.5,0.7,0.4,1.1,Shavy Babicka,11(18),1176,4,2,2,-,0.7,74.5,0.2,-,6.3
387,Andrés Gómez,Rennes,22 years old (12-09-2002),171cm,Colombia,Attacking Midfielder (Right),0.5,0.1,0.3,-,-,-,-,-,-,-,-,-,0.4,0.1,-,0.1,0.9,0.5,1.4,0.1,0.7,0.1,-,0.1,-,0.1,0.3,-,0.3,0.1,6,-,0.1,5.2,0.7,0.7,0.4,-,-,-,-,0.5,0.2,-,0.3,0.5,0.4,0.9,Andrés Gómez,2(13),343,2,-,1,-,0.5,86.7,0.1,1,6.3
389,Mamadou Coulibaly,Monaco,21 years old (21-04-2004),180cm,France,Midfielder,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,1,1,-,-,-,-,-,-,-,-,-,4,-,-,3,1,1,-,-,-,-,-,1,1,-,-,1,-,1,Mamadou Coulibaly,0(1),7,-,-,-,-,1,75,-,-,6.29
391,Yaël Nandjou,Nice,19 years old (06-07-2005),185cm,France,Defender,1.7,1,0.7,-,-,-,-,-,-,-,0.3,-,1,-,-,2.3,-,0.3,0.3,0.7,2,-,-,-,-,1.3,0.7,-,0.7,-,16.3,-,2,12.3,2,0.3,-,-,-,-,-,0.3,-,-,0.3,1.3,1.3,2.7,Yaël Nandjou,2(1),155,-,-,-,-,0.3,75.5,1,-,6.29
392,Fredrik Oppegård,Auxerre,22 years old (07-08-2002),175cm,Norway,Defender (Left),1,0.3,0.7,-,-,-,-,-,-,-,0.1,0.1,0.1,-,-,0.9,0.1,-,0.1,0.4,0.3,-,-,-,-,0.1,0.3,-,0.3,0.1,13.1,0.1,0.4,11.1,1.4,0.3,-,-,-,-,-,0.4,0.3,-,0.1,0.6,0.6,1.1,Fredrik Oppegård,1(6),169,-,-,-,-,0.4,85.9,0.3,-,6.29
393,Yael Mouanga,Montpellier,19 years old (23-07-2005),183cm,,Defender (Centre),2.2,1.2,1,-,-,-,-,-,-,-,0.6,0.2,0.3,0.3,-,3.5,-,0.5,0.5,0.5,0.8,-,-,-,-,0.6,0.2,-,0.2,0.1,33.8,1.5,2.2,28,2.2,0.4,0.3,-,-,-,-,0.1,-,0.1,-,0.7,0.2,0.9,Yael Mouanga,7(4),736,-,-,3,-,0.1,87.1,1.2,-,6.28
395,Herba Guirassy,Nantes,18 years old (29-08-2006),177cm,,Forward,0.9,0.4,0.6,-,-,-,-,-,-,-,-,-,0.6,-,-,0.2,0.9,0.5,1.5,0.1,0.2,0.1,-,0.1,-,0.1,0.1,-,0.1,-,6.4,0.1,0.2,4.7,1.4,0.5,0.8,-,-,-,-,0.4,0.1,0.1,0.3,0.7,0.4,1.1,Herba Guirassy,2(15),333,2,-,-,-,0.4,75.2,0.4,-,6.27
396,Krépin Diatta,Monaco,26 years old (25-02-1999),175cm,Senegal,"Defender (Left, Right), Midfielder (Centre, Left, Right), Forward",1.4,0.8,0.6,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.7,0.1,0.4,0.4,0.3,0.7,-,-,-,-,0.4,0.2,0.1,0.1,0.1,13.8,0.4,0.7,10.3,2.3,0.5,0.1,-,-,-,-,0.1,-,-,0.1,1.1,0.6,1.6,Krépin Diatta,2(14),418,-,-,1,-,0.1,78.2,0.8,-,6.27
397,Meschack Elia,Nantes,27 years old (06-08-1997),173cm,DR Congo,"Attacking Midfielder (Right), Forward",0.6,0.3,0.4,-,-,-,-,-,-,-,-,-,0.4,-,-,0.3,1.1,0.3,1.4,0.3,0.9,0.1,0.1,-,-,-,0.4,-,0.4,-,5.8,-,0.4,4.1,1.3,0.9,0.3,-,-,-,-,0.6,0.3,0.3,0.1,0.9,-,0.9,Meschack Elia,1(7),165,1,-,-,-,0.6,71.7,0.3,-,6.27
398,Ethan Mbappé,Lille,18 years old (29-12-2006),176cm,France,Midfielder,0.3,0.1,0.2,-,-,-,-,-,-,-,-,-,0.6,0.3,-,-,0.5,0.3,0.8,0.1,0.5,-,-,-,-,0.1,0.6,0.3,0.3,0.1,12.5,0.3,-,9.6,2.6,0.9,0.5,-,-,-,-,1.1,0.5,-,0.6,0.6,0.4,1,Ethan Mbappé,1(9),216,-,-,3,-,1.1,79.2,0.1,-,6.26
399,Teddy Teuma,Reims,31 years old (30-09-1993),176cm,Malta,Attacking Midfielder (Centre),0.7,0.2,0.5,-,-,-,-,-,-,-,0.1,0.1,0.6,0.1,-,0.4,0.5,0.2,0.7,0.4,0.6,0.1,-,0.1,-,0.7,0.8,0.2,0.5,0.1,33.3,1.8,0.9,26.4,4.2,0.6,0.6,-,-,-,-,0.8,0.5,-,0.3,1.1,1.1,2.1,Teddy Teuma,9(8),749,1,-,1,-,0.8,84.5,0.2,-,6.26
400,Ibrahima Niane,Angers,26 years old (11-03-1999),187cm,Senegal,"Attacking Midfielder (Left), Forward",2.7,1.1,1.5,-,-,-,-,-,-,-,-,-,0.2,-,-,0.3,0.5,0.3,0.8,1.3,0.6,0.1,-,0.1,-,0.1,0.4,-,0.4,0.4,7.8,0.2,0.2,5.2,2.2,1.5,0.7,-,-,-,-,1.3,0.3,0.3,0.7,0.3,-,0.3,Ibrahima Niane,8(16),936,3,1,-,-,1.3,69.4,1.1,-,6.26
401,Amidou Doumbouya,Nice,17 years old (05-08-2007),182cm,,Defender,-,-,-,-,-,-,-,-,-,-,0.5,0.5,1,-,-,-,-,0.5,0.5,-,-,-,-,-,-,0.5,-,-,-,-,11,-,-,9,2,-,0.5,-,-,-,-,-,-,-,-,0.5,-,0.5,Amidou Doumbouya,0(2),44,-,-,-,-,-,81.8,-,-,6.26
