,Name,Club,Age,Height,National,Positions,Total_Aerial,Won_Aerial,Lost_Aerial,Cross_Assists,Corner_Assists,Throughball_Assists,Freekick_Assists,Throwin_Assists,Other_Assists,Total_Assists,ShotsBlocked_Blocks,CrossesBlocked_Blocks,PassesBlocked_Blocks,Fouled_Cards,Fouls_Cards,CaughtOffside_Clearances,Unsuccessful_Dribbles,Successful_Dribbles,Total Dribbles_Dribbles,Fouled_Fouls,Fouls_Fouls,Total_Goals,OutOfBox_Goals,SixYardBox_Goals,PenaltyArea_Goals,Total_Interception,Total_Key passes,Long_Key passes,Short_Key passes,CaughtOffside_Offsides,Total_Passes,AccLB_Passes,InAccLB_Passes,AccSP_Passes,InAccSP_Passes,UnsuccessfulTouches_Possession loss,Dispossessed_Possession loss,Total_Saves,SixYardBox_Saves,PenaltyArea_Saves,OutOfBox_Saves,Total_Shots,SixYardBox_Shots,PenaltyArea_Shots,OutOfBox_Shots,TotalTackles_Tackles,DribbledPast_Tackles,TotalAttemptedTackles_Tackles,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
161,Farid El Melali,Angers,27 years old (13-07-1997),168cm,Algeria,"Defender (Right), Midfielder (Left, Right)",0.9,0.2,0.7,0.1,0.1,-,-,-,-,0.1,-,0.1,0.6,-,-,0.3,2.2,1.8,4,1.6,0.7,0.1,-,-,0.1,0.5,0.9,0.2,0.7,0.3,14.4,0.3,0.7,10.8,2.6,2.1,1.4,-,-,-,-,1.5,0.9,-,0.6,0.9,0.7,1.6,Farid El Melali,22(7),1852,2,3,1,-,1.5,77.3,0.2,1,6.69
162,Amine Harit,Marseille,27 years old (18-06-1997),180cm,Morocco,"Attacking Midfielder (Centre, Left, Right), Forward",0.5,0.1,0.4,-,-,-,-,-,0.3,0.3,-,-,0.5,0.1,0.1,0.1,0.9,0.7,1.6,1.3,0.5,0.2,-,0.2,-,0.3,1.3,0.2,1.2,-,19.3,0.3,0.2,16.5,2.3,1.2,1,-,-,-,-,0.7,0.3,-,0.4,0.7,0.1,0.8,Amine Harit,8(4),503,2,3,1,1,0.7,87,0.1,-,6.69
163,Jordan Lefort,Angers,31 years old (09-08-1993),184cm,France,"Defender (Centre, Left)",2.1,1.2,0.8,-,-,-,-,-,-,-,1,0.4,0.6,-,-,5.8,0.3,0.3,0.5,0.5,0.4,-,-,-,-,1,0.3,0.1,0.2,-,51.4,2.8,4.5,40.1,3.9,0.5,0.1,-,-,-,-,0.2,-,-,0.2,1.7,0.5,2.1,Jordan Lefort,31,2790,-,1,1,-,0.2,83.6,1.2,-,6.69
164,Matvey Safonov,Paris Saint-Germain,26 years old (25-02-1999),192cm,Russia,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,0.1,-,-,0.6,-,-,-,0.1,-,-,-,-,-,0.1,-,-,-,-,27.3,4.6,6.2,16.4,0.1,-,-,1.8,0.1,1,0.7,-,-,-,-,-,-,-,Matvey Safonov,8(1),788,-,-,-,-,-,76.8,-,-,6.68
165,Mohamed Abdelmonem,Nice,26 years old (01-02-1999),183cm,Egypt,Defender (Centre),4.2,2.6,1.6,-,-,-,-,-,-,-,0.4,0.2,0.5,0.2,-,4.5,0.3,0.1,0.3,0.8,0.8,-,-,-,-,1.3,-,-,-,-,42.8,1.5,1.3,37.3,2.7,0.3,0.3,-,-,-,-,-,-,-,-,1.8,0.8,2.5,Mohamed Abdelmonem,10(2),856,-,-,2,-,-,90.7,2.6,-,6.68
166,Félix Lemaréchal,Strasbourg,21 years old (07-08-2003),180cm,France,Midfielder (Centre),1.3,0.4,1,-,-,-,-,-,0.1,0.1,0.2,0.1,1.3,0.1,-,0.7,0.8,0.7,1.5,0.4,1.1,0.1,-,0.1,-,0.6,1,0.1,0.9,0.1,23.4,0.5,0.5,18.6,3.8,2,0.9,-,-,-,-,0.9,0.1,0.1,0.7,1.4,0.6,2,Félix Lemaréchal,17(7),1527,3,3,2,-,0.9,81.5,0.4,-,6.68
168,Ainsley Maitland-Niles,Lyon,27 years old (29-08-1997),177cm,England,"Defender (Left, Right), Midfielder (Centre, Left, Right)",0.9,0.4,0.5,0.1,-,-,-,-,0.1,0.1,0.1,-,0.8,-,-,1.7,0.7,0.5,1.2,0.3,0.4,-,-,-,-,0.8,0.8,0.1,0.8,0.1,31.7,1.2,1,26.3,3.3,0.8,0.7,-,-,-,-,0.7,0.3,0.1,0.3,2.1,0.8,3,Ainsley Maitland-Niles,17(12),1708,1,4,1,-,0.7,86.6,0.4,-,6.68
169,Rémy Cabella,Lille,35 years old (08-03-1990),171cm,France,"Midfielder (Centre, Left, Right), Forward",0.3,-,0.3,-,-,-,-,-,-,0.1,-,-,0.4,-,-,0.1,0.8,0.9,1.7,0.9,0.8,-,-,-,-,0.4,1,0.2,0.7,-,28.7,0.2,-,24.9,3.6,0.7,0.4,-,-,-,-,1.2,0.4,0.2,0.6,1.6,0.6,2.2,Rémy Cabella,11(10),899,-,2,1,-,1.2,87.2,-,2,6.68
170,Haris Belkebla,Angers,31 years old (28-01-1994),177cm,Algeria,Defensive Midfielder (C),1.4,0.5,1,-,-,-,-,-,-,-,0.4,-,1,-,-,2,0.6,0.4,1,1.5,0.8,-,-,-,-,1.6,0.2,-,0.2,-,37.4,1.2,1.1,31.8,3.4,1.2,0.5,-,-,-,-,0.1,0.1,-,-,2.5,0.9,3.4,Haris Belkebla,21(1),1795,-,1,1,-,0.1,88.1,0.5,1,6.68
171,Gianluigi Donnarumma,Paris Saint-Germain,26 years old (25-02-1999),196cm,Italy,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.7,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,22.7,2.6,3.3,16.7,0.1,-,-,2.1,0.2,1.2,0.7,-,-,-,-,-,-,0.1,Gianluigi Donnarumma,23,2002,-,-,2,-,-,85,0.2,-,6.67
172,Gabriel Osho,Auxerre,26 years old (14-08-1998),185cm,England,"Defender (Centre, Right), Defensive Midfielder (C)",1.6,1.1,0.6,-,-,-,-,-,-,-,0.9,0.1,0.7,0.1,0.1,4.1,0.2,0.2,0.4,0.5,0.6,0.1,0.1,-,-,0.6,0.1,-,0.1,-,38.4,2.2,1.8,32.3,2.2,0.4,0.2,-,-,-,-,0.4,-,0.1,0.3,1.2,0.4,1.5,Gabriel Osho,19,1567,1,-,1,1,0.4,89.6,1.1,-,6.67
173,Mohamed-Ali Cho,Nice,21 years old (19-01-2004),181cm,France,"Attacking Midfielder (Centre, Right), Forward",1.7,0.6,1.1,-,-,-,-,-,0.2,0.2,-,0.1,0.6,0.1,-,0.2,2,0.8,2.8,1.6,0.5,0.1,-,0.1,-,0.2,1.2,0.1,1.1,0.4,16.6,0.3,0.2,12.6,3.5,2.7,1,-,-,-,-,1.4,0.3,0.1,1,0.5,0.3,0.8,Mohamed-Ali Cho,21(4),1618,3,4,2,-,1.4,77.5,0.6,-,6.67
174,Valentin Atangana Edoa,Reims,19 years old (25-08-2005),173cm,France,Defensive Midfielder (C),2.4,1.5,0.9,-,-,-,-,-,-,-,0.5,0.1,0.5,0.2,-,1.7,1,0.5,1.5,1.5,1.6,-,-,-,-,1.1,0.3,-,0.3,0.2,31.2,0.6,0.7,26.9,3,1.7,0.7,-,-,-,-,1,0.4,-,0.5,2,0.3,2.3,Valentin Atangana Edoa,30(1),2599,1,-,7,-,1,88.1,1.5,-,6.67
175,Jean-Eudes Aholou,Angers,31 years old (20-03-1994),186cm,Ivory Coast,Defensive Midfielder (C),2.4,1.5,0.9,-,-,-,-,-,-,-,0.5,-,0.8,0.3,-,1.2,0.6,0.5,1.1,1,1.9,0.1,-,-,-,1.3,0.4,-,0.4,-,29.2,0.5,1.1,24.3,3.4,1.2,0.6,-,-,-,-,1,0.4,-,0.6,2.2,1,3.2,Jean-Eudes Aholou,26,1978,2,-,7,-,1,84.7,1.5,2,6.67
176,Mathieu Gorgelin,Le Havre,34 years old (05-08-1990),187cm,France,Goalkeeper,0.6,0.5,0.2,-,-,-,-,-,-,-,-,-,-,0.2,-,1.1,-,0.1,0.1,0.2,-,-,-,-,-,-,-,-,-,-,28.4,6.4,7.2,14.6,0.2,0.1,-,3.5,0.1,2.5,1,-,-,-,-,0.2,0.1,0.2,Mathieu Gorgelin,13,1170,-,-,2,-,-,74,0.5,1,6.67
177,Takumi Minamino,Monaco,30 years old (16-01-1995),172cm,Japan,"Attacking Midfielder (Centre, Left, Right), Forward",1.6,0.6,1,-,-,-,-,-,0.1,0.1,-,0.1,0.8,0.1,-,0.5,0.9,0.4,1.3,0.7,1,0.2,0.1,0.1,-,0.3,1.3,0.1,1.3,0.4,22.5,0.6,0.4,16.1,5.5,1.8,0.7,-,-,-,-,1.8,0.4,0.3,1.1,1,0.9,1.9,Takumi Minamino,24(4),1987,5,3,4,-,1.8,74,0.6,1,6.67
178,Sofiane Diop,Nice,24 years old (09-06-2000),175cm,France,"Attacking Midfielder (Centre, Left, Right)",0.4,0.1,0.3,-,-,0.1,-,-,-,0.1,0.1,-,0.7,0.1,-,0.2,0.8,0.4,1.2,0.8,0.6,0.2,0.2,0.1,-,0.6,0.9,0.2,0.8,0.1,19.6,0.7,0.5,15.1,3.3,0.8,0.6,-,-,-,-,0.9,0.3,0.2,0.4,0.9,0.5,1.4,Sofiane Diop,8(17),980,6,3,3,-,0.9,80.6,0.1,1,6.66
179,Yann Gboho,Toulouse,24 years old (14-01-2001),178cm,Ivory Coast,"Attacking Midfielder (Centre, Left), Forward",1.2,0.2,1,-,-,-,-,-,0.1,0.1,-,-,0.7,0.1,-,0.1,2.3,1.7,4,2.1,0.5,0.1,-,-,-,0.2,1,0.1,0.9,-,19.3,0.2,0.3,14.9,3.9,2.1,1.7,-,-,-,-,1.6,0.4,-,1.2,0.9,0.6,1.5,Yann Gboho,24(4),2076,2,3,2,-,1.6,78.1,0.2,3,6.66
180,Mitchel Bakker,Lille,24 years old (20-06-2000),185cm,Netherlands,"Defender (Left), Midfielder (Left, Right)",0.6,0.1,0.5,-,-,-,-,-,0.1,0.1,-,0.2,0.4,0.1,-,0.5,0.5,0.5,1,0.4,0.8,0.1,-,0.1,-,0.5,1,0.2,0.8,0.2,23.7,0.8,0.5,19.1,3.4,0.8,0.5,-,-,-,-,1,0.5,-,0.5,1,0.3,1.4,Mitchel Bakker,13(9),1089,3,2,3,1,1,83.7,0.1,1,6.66
181,Sam Amo-Ameyaw,Strasbourg,18 years old (18-07-2006),174cm,,Forward,0.5,-,0.5,-,-,-,-,-,-,-,-,-,0.5,-,-,0.2,1.2,0.7,1.8,0.7,0.3,0.3,-,0.3,-,0.3,0.5,-,0.5,-,11.5,-,0.2,10.5,0.8,0.8,0.3,-,-,-,-,1.2,0.3,-,0.8,0.5,0.7,1.2,Sam Amo-Ameyaw,2(4),207,2,-,-,-,1.2,91.3,-,-,6.66
182,Djibril Sidibé,Toulouse,32 years old (29-07-1992),182cm,France,"Defender (Centre, Left, Right), Midfielder (Right)",1.1,0.7,0.4,-,-,0.1,-,-,-,0.1,0.1,-,0.2,-,-,2.1,0.2,0.4,0.6,0.7,0.8,-,-,-,-,0.8,0.6,0.2,0.4,0.1,38.5,1.6,2.5,29.8,4.6,0.8,0.4,-,-,-,-,0.2,-,-,0.2,2.2,0.6,2.9,Djibril Sidibé,21(4),1854,-,2,1,-,0.2,81.6,0.7,-,6.66
183,Moussa Niakhaté,Lyon,29 years old (08-03-1996),190cm,Senegal,"Defender (Centre, Left)",1.9,1.2,0.8,-,-,-,-,-,-,-,0.5,0.3,0.3,-,-,4.4,-,0.1,0.1,0.5,1,-,-,-,-,0.8,0.2,-,0.1,-,59.2,1.9,2.1,52.3,2.9,0.3,0.1,-,-,-,-,0.1,-,-,-,1.5,0.3,1.7,Moussa Niakhaté,27(1),2455,-,-,-,-,0.1,91.6,1.2,1,6.66
184,Chuba Akpom,Lille,29 years old (09-10-1995),183cm,England,"Attacking Midfielder (Centre, Right), Forward",2,1.3,0.7,-,-,-,-,-,0.1,0.1,-,-,0.6,-,-,0.3,0.5,0.4,0.8,1.2,0.6,0.2,-,0.2,-,-,0.5,-,0.5,0.2,6.8,0.2,-,4.5,2.1,1.1,0.3,-,-,-,-,1.4,0.1,0.3,1,0.6,0.3,0.9,Chuba Akpom,5(6),518,2,1,-,-,1.4,69.3,1.3,-,6.65
185,Osame Sahraoui,Lille,23 years old (11-06-2001),170cm,Norway,Attacking Midfielder (Left),0.3,-,0.3,-,-,0.1,-,-,-,0.1,-,-,0.4,-,-,0.3,1.6,1.3,2.9,0.4,0.3,0.1,-,0.1,-,0.3,1.1,0.1,1,-,20.5,0.3,0.1,17.4,2.8,1.4,0.8,-,-,-,-,0.9,0.2,-,0.7,0.4,0.2,0.6,Osame Sahraoui,10(17),1207,3,3,1,-,0.9,86.1,-,-,6.65
186,Justin Bourgault,Brest,19 years old (14-09-2005),,France,Defender,2,0.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,0.5,0.5,0.5,-,-,0.5,-,0.5,-,0.5,-,30,1.5,3.5,20.5,4.5,0.5,0.5,-,-,-,-,1,1,-,-,1,-,1,Justin Bourgault,2,123,1,-,-,-,1,73.3,0.5,-,6.65
187,Facundo Medina,Lens,25 years old (28-05-1999),184cm,Argentina,"Defender (Centre, Left)",2,1.2,0.8,-,-,-,-,-,-,-,0.4,0.1,0.8,0.4,-,2,0.7,0.4,1,0.7,1.1,-,-,-,-,1.2,0.9,-,0.9,-,62.2,3,3.3,52,3.8,1,0.5,-,-,-,-,1,0.4,0.1,0.5,1.5,0.5,2,Facundo Medina,26,2277,-,1,10,1,1,88.6,1.2,-,6.65
188,Yaya Fofana,Reims,20 years old (12-06-2004),180cm,Mali,Midfielder (Centre),1.2,0.3,0.8,0.1,-,-,-,-,-,0.1,0.2,-,0.8,0.3,-,0.2,0.7,1.2,1.8,0.6,1.3,0.1,-,0.1,-,0.3,0.6,0.1,0.5,-,18.8,0.4,0.6,14.1,3.8,1.2,0.7,-,-,-,-,1.1,0.6,-,0.5,1.4,0.7,2.1,Yaya Fofana,8(4),638,1,1,4,-,1.1,77,0.3,-,6.65
189,Elisha Owusu,Auxerre,27 years old (07-11-1997),182cm,France,Defensive Midfielder (C),1.7,0.6,1,-,-,-,-,-,0.1,0.1,0.3,0.1,0.9,0.3,-,1.2,0.5,0.3,0.8,0.8,1.8,-,-,-,-,1.6,0.5,0.1,0.5,-,29.6,1.2,1.5,23,3.9,1,0.9,-,-,-,-,0.2,0.2,-,-,2.7,0.6,3.3,Elisha Owusu,26,2194,1,3,7,-,0.2,81.8,0.6,1,6.64
190,Junior Mwanga,Le Havre,21 years old (11-05-2003),184cm,France,Defensive Midfielder (C),1.4,0.8,0.7,0.1,-,-,-,-,-,0.1,0.2,0.2,0.7,0.1,0.1,1.6,0.8,0.7,1.4,0.6,1.9,0.1,-,-,0.1,0.8,0.6,0.2,0.3,-,37.6,3.3,2.4,28.7,3.1,0.8,1.6,-,-,-,-,1.4,0.8,0.1,0.6,2.7,0.7,3.3,Junior Mwanga,9,774,1,1,1,1,1.4,85.2,0.8,1,6.64
191,Gautier Larsonneur,Saint-Etienne,28 years old (23-02-1997),181cm,France,Goalkeeper,0.5,0.4,0.1,-,-,-,-,-,-,-,-,-,-,0.2,-,1.2,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,31.1,5.1,11.6,13.9,0.5,-,-,4,0.3,2.4,1.3,-,-,-,-,-,0.1,0.1,Gautier Larsonneur,31,2790,-,-,5,-,-,61.1,0.4,-,6.63
192,Sergio Akieme,Reims,27 years old (16-12-1997),175cm,Equatorial Guinea,"Defender (Left), Midfielder (Left)",1.5,0.7,0.9,0.1,-,-,-,-,-,0.1,0.3,0.4,0.6,0.2,-,3,0.7,0.5,1.1,0.7,0.8,-,-,-,-,0.6,0.7,0.1,0.6,-,31.4,0.7,2,26.4,2.2,1,0.6,-,-,-,-,0.9,0.4,-,0.5,1.1,0.5,1.6,Sergio Akieme,26(1),2300,1,3,5,-,0.9,86.5,0.7,1,6.63
193,Amadou Koné,Reims,19 years old (14-05-2005),185cm,,Defensive Midfielder (C),1.7,0.8,1,-,-,-,-,-,-,-,0.1,0.1,0.5,0.1,-,1.5,0.5,0.6,1.1,2.1,0.8,-,-,-,-,0.8,0.3,-,0.2,-,24.6,1.3,0.7,20.1,2.4,0.9,0.5,-,-,-,-,0.5,0.4,-,-,2.1,0.5,2.6,Amadou Koné,14(7),1089,-,-,2,1,0.5,87.2,0.8,-,6.63
194,Nicolas Pallois,Nantes,37 years old (19-09-1987),190cm,,Defender (Centre),1.5,0.8,0.7,-,-,-,-,-,-,0.1,0.7,0.3,1.2,0.3,-,6.4,0.2,0.1,0.3,0.5,0.8,-,-,-,-,1.2,0.1,-,0.1,-,31.4,2.5,2.7,24,2.3,0.3,0.1,-,-,-,-,0.1,0.1,-,-,2.5,1,3.5,Nicolas Pallois,21(3),1864,-,2,8,-,0.1,84.1,0.8,-,6.62
195,Breel Embolo,Monaco,28 years old (14-02-1997),187cm,Switzerland,"Attacking Midfielder (Centre, Right), Forward",2.1,1.1,1,-,-,-,-,-,0.1,0.1,-,-,0.3,0.2,-,0.3,1,0.5,1.5,1.4,0.9,0.2,-,0.2,-,0.1,1.1,0.1,1,0.4,14.1,0.5,0.3,9.5,3.8,2.2,1.9,-,-,-,-,1.8,0.1,0.3,1.4,0.7,0.4,1.1,Breel Embolo,18(9),1687,6,4,5,-,1.8,70.9,1.1,1,6.62
196,Florian Sotoca,Lens,34 years old (25-10-1990),187cm,France,"Midfielder (Centre, Right), Forward",2.4,1.5,0.9,-,-,-,-,-,-,-,0.1,0.1,0.3,0.1,-,0.8,0.8,0.6,1.3,0.7,0.5,-,-,-,-,0.4,0.6,0.2,0.4,0.2,29.9,1,0.7,22.4,5.9,0.7,0.8,-,-,-,-,1.6,0.3,0.1,1.2,0.8,0.3,1.1,Florian Sotoca,22(7),1783,1,1,3,1,1.6,78.1,1.5,1,6.61
197,Ki-Jana Hoever,Auxerre,23 years old (18-01-2002),183cm,Netherlands,"Defender (Left, Right), Midfielder (Right)",1.4,0.8,0.6,-,-,-,-,-,-,0.1,0.1,0.2,1.1,-,-,2.2,0.8,0.3,1.1,0.4,0.7,-,-,-,-,0.7,0.8,0.2,0.6,-,27.4,1.4,2,18.4,5.5,1.1,0.4,-,-,-,-,0.4,0.2,-,0.2,1.7,0.9,2.6,Ki-Jana Hoever,25(3),2046,1,2,1,1,0.4,72.5,0.8,-,6.61
198,Arouna Sangante,Le Havre,23 years old (12-04-2002),189cm,Senegal,"Defender (Centre, Right)",3.6,2,1.6,-,-,-,-,-,-,-,0.4,-,0.4,0.3,0.1,3.8,0.1,0.2,0.3,1,1.5,0.2,0.1,0.1,-,1.5,0.2,-,0.2,0.1,47.2,1.8,3.2,39.1,3.1,0.7,0.4,-,-,-,-,0.5,0.1,0.2,0.2,1.5,0.4,1.9,Arouna Sangante,13,1008,2,-,4,1,0.5,86.6,2,-,6.61
199,Kévin Pedro,Saint-Etienne,19 years old (21-02-2006),183cm,France,Defender,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,-,1,-,-,-,-,2,-,-,-,-,7,-,3,4,-,-,-,-,-,-,-,-,-,-,-,3,-,3,Kévin Pedro,0(1),9,-,-,-,-,-,57.1,-,-,6.61
200,Mark McKenzie,Toulouse,26 years old (25-02-1999),184cm,USA,Defender (Centre),2.7,1.5,1.2,-,-,-,-,-,-,-,0.5,0.1,0.4,0.1,-,4.2,0.2,0.1,0.3,0.4,1.1,-,-,-,-,0.8,0.1,0.1,-,-,42.5,2,2,35.3,3.3,0.5,0.2,-,-,-,-,0.3,-,-,0.2,1.7,0.4,2.1,Mark McKenzie,27(1),2318,1,-,2,1,0.3,87.5,1.5,1,6.61
201,Georges Mikautadze,Lyon,24 years old (31-10-2000),176cm,Georgia,Forward,1.6,0.4,1.2,-,-,-,-,-,0.2,0.2,-,-,0.4,0.1,-,0.2,1.3,0.5,1.8,0.7,0.2,0.3,0.1,0.3,-,0.1,0.6,-,0.6,0.1,12.4,0.4,0.1,9.5,2.5,1.4,0.6,-,-,-,-,1.6,0.2,0.2,1.3,0.2,0.2,0.4,Georges Mikautadze,12(19),1318,10,6,2,-,1.6,79.2,0.4,2,6.61
202,Christian Mawissa,Monaco,20 years old (18-04-2005),185cm,France,"Defender (Centre, Left)",2.4,1.5,0.9,-,-,-,-,-,-,-,0.3,0.2,0.9,0.2,-,1.9,0.9,0.5,1.4,0.4,0.9,-,-,-,-,1.3,0.1,-,0.1,-,40.6,0.7,1.7,34.6,3.6,0.9,0.5,-,-,-,-,0.1,-,-,0.1,2,0.9,2.9,Christian Mawissa,15(4),1318,-,-,3,-,0.1,87,1.5,-,6.61
203,Ismaël Doukouré,Strasbourg,21 years old (24-07-2003),183cm,France,"Defender (Centre), Defensive Midfielder (C)",1.4,0.9,0.5,-,-,-,-,-,-,-,0.4,0.1,0.6,0.3,-,3.5,0.1,0.4,0.5,0.6,0.9,-,-,-,-,0.9,0.4,0.1,0.3,-,52.3,1.4,2.3,45,3.6,0.7,0.6,-,-,-,-,0.1,-,-,-,1.3,0.3,1.5,Ismaël Doukouré,28,2388,1,1,7,-,0.1,88.7,0.9,-,6.6
204,Jhoanner Chávez,Lens,23 years old (25-04-2002),182cm,Ecuador,"Defender (Left), Midfielder (Left)",1.2,0.7,0.5,-,-,-,-,-,-,-,0.1,0.1,0.9,0.1,-,1.2,0.3,0.3,0.6,0.8,1,0.1,0.1,-,-,0.6,0.9,0.3,0.6,0.2,22.8,0.9,0.8,16.7,4.4,1.1,0.8,-,-,-,-,0.5,0.1,0.1,0.3,0.9,0.5,1.4,Jhoanner Chávez,7(3),600,1,-,1,-,0.5,77.2,0.7,1,6.6
205,Josué Casimir,Le Havre,23 years old (24-09-2001),178cm,Guadeloupe,"Midfielder (Left, Right), Forward",1.3,0.3,0.9,-,-,-,-,-,-,0.1,-,0.3,0.6,0.2,-,1.1,1,0.8,1.8,1.7,1,0.1,-,0.1,-,0.2,0.9,0.1,0.8,0.3,16.7,0.5,0.5,12.3,3.5,1.8,1.2,-,-,-,-,1,0.2,-,0.8,1.3,0.3,1.6,Josué Casimir,20(4),1738,3,2,4,-,1,76.3,0.3,1,6.6
206,Soungoutou Magassa,Monaco,21 years old (08-10-2003),188cm,France,"Defender (Centre), Defensive Midfielder (C)",1.8,0.6,1.2,-,-,0.1,-,-,-,0.1,0.2,0.1,0.6,0.3,-,0.9,0.4,0.6,1.1,0.8,1.3,-,-,-,-,1.2,0.3,0.1,0.3,-,29.8,1.4,1.1,24.1,3.2,0.6,0.6,-,-,-,-,0.4,0.3,0.1,0.1,2.3,0.9,3.2,Soungoutou Magassa,10(8),898,-,1,5,-,0.4,85.6,0.6,-,6.6
207,Dante,Nice,41 years old (18-10-1983),188cm,Brazil,Defender (Centre),2.6,1.6,1,-,-,-,-,-,-,-,0.5,0.1,0.6,0.2,-,2.9,0.4,0.3,0.7,0.6,0.8,-,-,-,-,1.4,0.1,-,0.1,-,59.7,2.5,3.5,50.5,3.2,0.7,0.2,-,-,-,-,0.4,-,-,0.3,1.4,0.6,2,Dante,20(2),1811,-,-,5,1,0.4,88.7,1.6,-,6.6
208,Jordan Siebatcheu,Reims,29 years old (26-04-1996),190cm,USA,Forward,3.3,1.5,1.8,-,-,-,-,-,-,-,0.3,-,-,-,-,0.8,0.3,0.3,0.5,1,1,0.3,-,0.3,-,0.3,-,-,-,0.3,3.8,0.3,-,2.3,1.3,0.3,0.8,-,-,-,-,1,-,0.5,0.5,0.3,-,0.3,Jordan Siebatcheu,3(1),175,1,-,-,-,1,66.7,1.5,-,6.6
209,Philipp Köhn,Monaco,27 years old (02-04-1998),190cm,Switzerland,Goalkeeper,0.2,0.2,-,-,-,-,-,-,-,-,-,-,-,0.1,-,0.8,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,25.2,4.3,6.4,14.1,0.4,-,-,2.4,0.2,1.2,1.1,-,-,-,-,-,0.1,0.1,Philipp Köhn,16,1440,-,-,1,-,-,73,0.2,-,6.6
210,Matias Fernandez-Pardo,Lille,20 years old (03-02-2005),183cm,,"Attacking Midfielder (Left), Forward",0.6,0.1,0.5,-,-,-,-,-,0.1,0.1,-,0.1,0.4,0.2,-,0.2,1.4,0.9,2.3,1,0.7,0.2,0.1,0.1,0.1,0.1,0.6,0.1,0.5,-,11.2,0.2,0.3,8.5,2.2,1,0.5,-,-,-,-,0.8,0.3,0.1,0.5,0.5,0.3,0.8,Matias Fernandez-Pardo,9(10),819,3,2,4,-,0.8,78.3,0.1,-,6.59
211,Léo Pétrot,Saint-Etienne,28 years old (15-04-1997),188cm,France,"Defender (Centre, Left)",2.6,1.4,1.3,-,-,-,-,-,0.1,0.1,0.9,0.4,0.8,0.1,-,3,0.2,0.2,0.4,0.8,0.7,-,-,-,-,1.3,0.5,0.1,0.4,-,37.2,1,2.4,29,4.8,0.7,0.6,-,-,-,-,0.2,-,-,0.2,2.1,0.5,2.6,Léo Pétrot,26(2),2367,-,3,4,-,0.2,80.5,1.4,-,6.59
212,Mousa Al Ta'mari,Rennes,27 years old (10-06-1997),175cm,Jordan,"Midfielder (Left, Right), Forward",1.3,0.6,0.7,-,-,-,-,-,0.1,0.1,-,-,0.1,0.2,-,0.2,3.2,1.5,4.7,1.7,0.5,0.1,0.1,0.1,-,0.2,0.8,0.1,0.7,0.2,18.4,0.6,0.1,14.1,3.7,3.2,1.3,-,-,-,-,1.8,0.5,0.1,1.2,0.9,0.5,1.4,Mousa Al Ta'mari,12(3),1119,2,1,3,-,1.8,79.7,0.6,2,6.58
213,Quentin Merlin,Marseille,22 years old (16-05-2002),174cm,France,"Defender (Left), Midfielder (Left)",0.9,0.3,0.6,-,-,-,-,-,0.1,0.1,0.2,0.1,0.6,-,-,0.5,0.6,0.2,0.8,0.7,0.4,-,-,-,-,0.5,1,0.3,0.8,-,36.9,0.5,1,31.6,3.8,0.8,0.4,-,-,-,-,1,0.3,-,0.7,0.8,0.3,1,Quentin Merlin,20(4),1517,1,3,1,-,1,87,0.3,1,6.58
214,Abner Vinícius,Lyon,24 years old (27-05-2000),182cm,,"Defender (Left), Midfielder (Left)",0.9,0.4,0.5,0.1,-,-,-,-,-,0.1,0.1,0.3,0.7,0.1,-,1.9,0.3,0.3,0.7,0.2,0.9,0.1,-,0.1,-,0.3,0.6,-,0.6,-,31.1,0.9,1,25.8,3.3,0.8,0.4,-,-,-,-,0.4,0.1,0.1,0.2,1.6,0.6,2.2,Abner Vinícius,12(6),1090,1,1,1,-,0.4,86.2,0.4,-,6.58
215,Romain Faivre,Brest,26 years old (14-07-1998),180cm,France,"Attacking Midfielder (Centre, Left, Right)",0.9,0.4,0.5,-,-,0.1,-,-,0.1,0.1,-,-,0.4,0.1,-,0.2,1.3,0.9,2.1,1.2,0.3,0.2,0.1,0.1,-,0.2,0.5,0.2,0.4,0.1,17.4,0.2,0.2,14.8,2.3,0.7,0.4,-,-,-,-,1,0.2,0.1,0.8,0.7,0.3,0.9,Romain Faivre,10(10),900,3,2,2,-,1,86.2,0.4,-,6.58
216,Tino Kadewere,Nantes,29 years old (05-01-1996),183cm,Zimbabwe,"Attacking Midfielder (Centre, Left, Right), Forward",2.5,1.4,1.1,-,-,0.1,-,-,0.1,0.2,-,0.2,0.3,0.1,-,0.5,1,0.3,1.3,0.3,0.5,0.1,-,0.1,-,0.5,0.7,0.1,0.6,0.2,14.7,0.2,0.3,11,3.3,1.2,0.6,-,-,-,-,0.7,0.2,-,0.5,1.3,0.6,1.9,Tino Kadewere,6(5),508,1,2,1,-,0.7,75.9,1.4,1,6.58
